,dino_bin
2017041012,0
2017041013,0
2017041014,0
2017041015,0
2017041016,0
2017041017,0
2017041018,0
2017041019,0
2017041020,0
2017041021,0
2017041022,0
2017041023,0
2017041024,0
2017041025,0
2017041026,0
2017041027,0
2017041028,0
2017041029,0
2017041030,0
2017041031,0
2017041032,0
2017041033,0
2017041034,0
2017041035,0
2017041036,0
2017041037,0
2017041038,0
2017041039,0
2017041040,1
2017041041,1
2017041042,1
2017041043,1
2017041044,1
2017041045,1
2017041046,0
2017041047,0
2017041048,0
201704111,0
201704112,0
201704113,0
201704114,0
201704115,0
201704116,0
201704117,0
201704118,0
201704119,0
2017041110,0
2017041111,0
2017041112,0
2017041113,0
2017041114,0
2017041115,0
2017041116,0
2017041117,1
2017041118,1
2017041119,1
2017041120,0
2017041121,0
2017041122,0
2017041123,0
2017041124,0
2017041125,0
2017041126,0
2017041127,0
2017041128,0
2017041129,0
2017041130,0
2017041131,0
2017041132,0
2017041133,0
2017041134,0
2017041135,0
2017041136,0
2017041137,0
2017041138,0
2017041139,0
2017041140,0
2017041141,1
2017041142,1
2017041143,0
2017041144,0
2017041145,0
2017041146,0
2017041147,0
2017041148,0
201704121,0
201704122,0
201704123,0
201704124,0
201704125,0
201704126,0
201704127,0
201704128,0
201704129,0
2017041210,0
2017041211,0
2017041212,0
2017041213,1
2017041214,0
2017041215,0
2017041216,1
2017041217,0
2017041218,0
2017041219,0
2017041220,0
2017041221,0
2017041222,0
2017041223,0
2017041224,0
2017041225,0
2017041226,0
2017041227,0
2017041228,0
2017041229,0
2017041230,0
2017041231,0
2017041232,0
2017041233,0
2017041234,0
2017041235,0
2017041236,0
2017041237,0
2017041238,0
2017041239,0
2017041240,1
2017041241,1
2017041242,1
2017041243,1
2017041244,0
2017041245,0
2017041246,0
2017041247,0
2017041248,1
201704131,1
201704132,1
201704133,1
201704134,0
201704135,0
201704136,0
201704137,0
201704138,0
201704139,0
2017041310,0
2017041311,0
2017041312,0
2017041313,0
2017041314,0
2017041315,0
2017041316,0
2017041317,0
2017041318,0
2017041319,0
2017041320,0
2017041321,0
2017041322,0
2017041323,0
2017041324,1
2017041325,1
2017041326,0
2017041327,0
2017041328,0
2017041329,1
2017041330,0
2017041331,0
2017041332,0
2017041333,0
2017041334,0
2017041335,0
2017041336,0
2017041337,0
2017041338,0
2017041339,1
2017041340,0
2017041341,1
2017041342,1
2017041343,1
2017041344,0
2017041345,0
2017041346,0
2017041347,0
2017041348,0
201704141,0
201704142,1
201704143,0
201704144,0
201704145,0
201704146,0
201704147,0
201704148,0
201704149,0
2017041410,0
2017041411,0
2017041412,0
2017041413,0
2017041414,1
2017041415,0
2017041416,0
2017041417,0
2017041418,0
2017041419,0
2017041420,1
2017041421,0
2017041422,0
2017041423,0
2017041424,0
2017041425,0
2017041426,1
2017041427,1
2017041428,0
2017041429,0
2017041430,0
2017041431,0
2017041432,0
2017041433,0
2017041434,0
2017041435,0
2017041436,1
2017041437,0
2017041438,1
2017041439,1
2017041440,0
2017041441,1
2017041442,0
2017041443,0
2017041444,0
2017041445,0
2017041446,0
2017041447,0
2017041448,0
201704151,0
201704152,0
201704153,0
201704154,0
201704155,0
201704156,0
201704157,0
201704158,1
201704159,0
2017041510,1
2017041511,0
2017041512,1
2017041513,0
2017041514,0
2017041515,1
2017041516,0
2017041517,0
2017041518,0
2017041519,0
2017041520,0
2017041521,0
2017041522,0
2017041523,0
2017041524,0
2017041525,0
2017041526,0
2017041527,0
2017041528,0
2017041529,0
2017041530,0
2017041531,0
2017041532,0
2017041533,0
2017041534,0
2017041535,1
2017041536,1
2017041537,0
2017041538,0
2017041539,1
2017041540,0
2017041541,1
2017041542,0
2017041543,0
2017041544,0
2017041545,0
2017041546,0
2017041547,0
2017041548,0
201704161,1
201704162,0
201704163,0
201704164,0
201704165,0
201704166,1
201704167,0
201704168,0
201704169,0
2017041610,0
2017041611,0
2017041612,0
2017041613,1
2017041614,0
2017041615,0
2017041616,1
2017041617,0
2017041618,0
2017041619,0
2017041620,0
2017041621,0
2017041622,0
2017041623,0
2017041624,0
2017041625,0
2017041626,1
2017041627,1
2017041628,1
2017041629,1
2017041630,1
2017041631,0
2017041632,0
2017041633,0
2017041634,0
2017041635,0
2017041636,0
2017041637,0
2017041638,0
2017041639,0
2017041640,0
2017041641,0
2017041642,0
2017041643,0
2017041644,0
2017041645,0
2017041646,0
2017041647,0
2017041648,0
201704171,0
201704172,0
201704173,0
201704174,0
201704175,1
201704176,1
201704177,0
201704178,0
201704179,0
2017041710,0
2017041711,0
2017041712,0
2017041713,1
2017041714,1
2017041715,0
2017041716,0
2017041717,0
2017041718,0
2017041719,0
2017041720,0
2017041721,1
2017041722,0
2017041723,1
2017041724,0
2017041725,0
2017041726,1
2017041727,0
2017041728,0
2017041729,0
2017041730,0
2017041731,0
2017041732,0
2017041733,0
2017041734,0
2017041735,1
2017041736,0
2017041737,1
2017041738,0
2017041739,0
2017041740,0
2017041741,0
2017041742,0
2017041743,0
2017041744,0
2017041745,0
2017041746,0
2017041747,0
2017041748,1
201704181,1
201704182,0
201704183,0
201704184,0
201704185,0
201704186,0
201704187,0
201704188,0
201704189,0
2017041810,0
2017041811,1
2017041812,0
2017041813,1
2017041814,0
2017041815,0
2017041816,0
2017041817,0
2017041818,0
2017041819,0
2017041820,0
2017041821,0
2017041822,0
2017041823,0
2017041824,0
2017041825,0
2017041826,0
2017041827,0
2017041828,0
2017041829,0
2017041830,0
2017041831,0
2017041832,0
2017041833,0
2017041834,0
2017041835,0
2017041836,1
2017041837,1
2017041838,0
2017041839,0
2017041840,0
2017041841,0
2017041842,0
2017041843,1
2017041844,0
2017041845,0
2017041846,0
2017041847,0
2017041848,0
201704191,0
201704192,0
201704193,0
201704194,0
201704195,0
201704196,0
201704197,0
201704198,0
201704199,0
2017041910,0
2017041911,1
2017041912,1
2017041913,1
2017041914,0
2017041915,0
2017041916,1
2017041917,1
2017041918,1
2017041919,1
2017041920,0
2017041921,1
2017041922,0
2017041923,0
2017041924,0
2017041925,0
2017041926,0
2017041927,0
2017041928,0
2017041929,0
2017041930,0
2017041931,0
2017041932,0
2017041933,0
2017041934,0
2017041935,0
2017041936,0
2017041937,0
2017041938,1
2017041939,0
2017041940,1
2017041941,0
2017041942,0
2017041943,1
2017041944,0
2017041945,0
2017041946,0
2017041947,0
2017041948,0
201704201,0
201704202,0
201704203,0
201704204,0
201704205,0
201704206,0
201704207,0
201704208,0
201704209,0
2017042010,0
2017042011,0
2017042012,0
2017042013,0
2017042014,0
2017042015,0
2017042016,0
2017042017,1
2017042018,1
2017042019,1
2017042020,0
2017042021,0
2017042022,0
2017042023,0
2017042024,0
2017042025,0
2017042026,0
2017042027,0
2017042028,0
2017042029,0
2017042030,0
2017042031,0
2017042032,0
2017042033,0
2017042034,0
2017042035,0
2017042036,0
2017042037,0
2017042038,0
2017042039,1
2017042040,1
2017042041,1
2017042042,1
2017042043,1
2017042044,0
2017042045,0
2017042046,0
2017042047,0
2017042048,0
201704211,0
201704212,0
201704213,0
201704214,0
201704215,0
201704216,0
201704217,0
201704218,0
201704219,0
2017042110,1
2017042111,1
2017042112,0
2017042113,0
2017042114,0
2017042115,0
2017042116,0
2017042117,1
2017042118,1
2017042119,1
2017042120,0
2017042121,0
2017042122,0
2017042123,0
2017042124,0
2017042125,0
2017042126,0
2017042127,0
2017042128,0
2017042129,0
2017042130,0
2017042131,0
2017042132,0
2017042133,0
2017042134,0
2017042135,0
2017042136,0
2017042137,0
2017042138,0
2017042139,0
2017042140,0
2017042141,0
2017042142,1
2017042143,0
2017042144,0
2017042145,0
2017042146,0
2017042147,0
2017042148,0
201704221,0
201704222,0
201704223,0
201704224,0
201704225,0
201704226,0
201704227,0
201704228,0
201704229,0
2017042210,0
2017042211,0
2017042212,0
2017042213,1
2017042214,0
2017042215,0
2017042216,0
2017042217,0
2017042218,0
2017042219,0
2017042220,0
2017042221,0
2017042222,0
2017042223,0
2017042224,0
2017042225,0
2017042226,0
2017042227,0
2017042228,0
2017042229,0
2017042230,0
2017042231,0
2017042232,0
2017042233,0
2017042234,0
2017042235,0
2017042236,0
2017042237,0
2017042238,0
2017042239,0
2017042240,0
2017042241,0
2017042242,0
2017042243,0
2017042244,0
2017042245,0
2017042246,0
2017042247,0
2017042248,0
201704231,0
201704232,0
201704233,0
201704234,0
201704235,0
201704236,0
201704237,0
201704238,0
201704239,0
2017042310,0
2017042311,0
2017042312,0
2017042313,1
2017042314,0
2017042315,0
2017042316,0
2017042317,0
2017042318,0
2017042319,0
2017042320,0
2017042321,0
2017042322,0
2017042323,0
2017042324,0
2017042325,0
2017042326,0
2017042327,0
2017042328,0
2017042329,0
2017042330,0
2017042331,0
2017042332,0
2017042333,0
2017042334,0
2017042335,0
2017042336,0
2017042337,1
2017042338,1
2017042339,0
2017042340,0
2017042341,0
2017042342,0
2017042343,0
2017042344,0
2017042345,0
2017042346,0
2017042347,0
2017042348,0
201704241,0
201704242,1
201704243,0
201704244,1
201704245,1
201704246,0
201704247,0
201704248,0
201704249,0
2017042410,0
2017042411,0
2017042412,0
2017042413,1
2017042414,0
2017042415,0
2017042416,1
2017042417,0
2017042418,0
2017042419,0
2017042420,0
2017042421,0
2017042422,0
2017042423,0
2017042424,0
2017042425,0
2017042426,0
2017042427,0
2017042428,0
2017042429,0
2017042430,0
2017042431,0
2017042432,0
2017042433,0
2017042434,0
2017042435,0
2017042436,0
2017042437,0
2017042438,0
2017042439,0
2017042440,0
2017042441,0
2017042442,0
2017042443,0
2017042444,0
2017042445,0
2017042446,0
2017042447,0
2017042448,0
201704251,0
201704252,0
201704253,0
201704254,0
201704255,1
201704256,0
201704257,0
201704258,0
201704259,0
2017042510,0
2017042511,0
2017042512,0
2017042513,0
2017042514,0
2017042515,1
2017042516,0
2017042517,0
2017042518,0
2017042519,0
2017042520,0
2017042521,0
2017042522,0
2017042523,0
2017042524,0
2017042525,0
2017042526,0
2017042527,0
2017042528,0
2017042529,0
2017042530,0
2017042531,0
2017042532,0
2017042533,0
2017042534,0
2017042535,1
2017042536,0
2017042537,0
2017042538,0
2017042539,0
2017042540,0
2017042541,0
2017042542,0
2017042543,1
2017042544,0
2017042545,0
2017042546,0
2017042547,0
2017042548,0
201704261,0
201704262,0
201704263,0
201704264,0
201704265,0
201704266,0
201704267,0
201704268,0
201704269,0
2017042610,0
2017042611,0
2017042612,0
2017042613,0
2017042614,0
2017042615,0
2017042616,0
2017042617,0
2017042618,0
2017042619,0
2017042620,0
2017042621,0
2017042622,1
2017042623,1
2017042624,0
2017042625,0
2017042626,0
2017042627,0
2017042628,0
2017042629,0
2017042630,0
2017042631,0
2017042632,0
2017042633,0
2017042634,0
2017042635,0
2017042636,0
2017042637,0
2017042638,0
2017042639,0
2017042640,0
2017042641,0
2017042642,0
2017042643,0
2017042644,0
2017042645,0
2017042646,0
2017042647,1
2017042648,0
201704271,1
201704272,0
201704273,0
201704274,0
201704275,0
201704276,0
201704277,0
201704278,0
201704279,0
2017042710,0
2017042711,0
2017042712,0
2017042713,0
2017042714,0
2017042715,1
2017042716,0
2017042717,0
2017042718,0
2017042719,0
2017042720,0
2017042721,0
2017042722,0
2017042723,0
2017042724,0
2017042725,0
2017042726,0
2017042727,0
2017042728,0
2017042729,0
2017042730,0
2017042731,0
2017042732,0
2017042733,0
2017042734,0
2017042735,0
2017042736,0
2017042737,0
2017042738,0
2017042739,0
2017042740,0
2017042741,0
2017042742,0
2017042743,0
2017042744,0
2017042745,0
2017042746,0
2017042747,1
2017042748,0
201704281,0
201704282,0
201704283,0
201704284,0
201704285,0
201704286,0
201704287,0
201704288,0
201704289,0
2017042810,0
2017042811,0
2017042812,0
2017042813,1
2017042814,0
2017042815,0
2017042816,1
2017042817,0
2017042818,1
2017042819,0
2017042820,0
2017042821,0
2017042822,0
2017042823,0
2017042824,0
2017042825,0
2017042826,0
2017042827,0
2017042828,0
2017042829,0
2017042830,0
2017042831,0
2017042832,0
2017042833,0
2017042834,1
2017042835,1
2017042836,0
2017042837,0
2017042838,0
2017042839,0
2017042840,0
2017042841,0
2017042842,0
2017042843,1
2017042844,0
2017042845,1
2017042846,0
2017042847,0
2017042848,0
201704291,0
201704292,0
201704293,0
201704294,0
201704295,0
201704296,0
201704297,0
201704298,0
201704299,0
2017042910,0
2017042911,0
2017042912,1
2017042913,0
2017042914,0
2017042915,0
2017042916,0
2017042917,0
2017042918,0
2017042919,0
2017042920,0
2017042921,0
2017042922,0
2017042923,0
2017042924,0
2017042925,0
2017042926,0
2017042927,0
2017042928,0
2017042929,0
2017042930,0
2017042931,0
2017042932,0
2017042933,0
2017042934,0
2017042935,0
2017042936,0
2017042937,1
2017042938,1
2017042939,1
2017042940,1
2017042941,0
2017042942,0
2017042943,0
2017042944,0
2017042945,0
2017042946,0
2017042947,0
2017042948,0
201704301,0
201704302,0
201704303,0
201704304,1
201704305,0
201704306,0
201704307,0
201704308,0
201704309,1
2017043010,1
2017043011,1
2017043012,0
2017043013,1
2017043014,0
2017043015,1
2017043016,1
2017043017,0
2017043018,0
2017043019,0
2017043020,0
2017043021,0
2017043022,0
2017043023,0
2017043024,0
2017043025,0
2017043026,0
2017043027,0
2017043028,0
2017043029,0
2017043030,0
2017043031,0
2017043032,0
2017043033,0
2017043034,0
2017043035,0
2017043036,0
2017043037,1
2017043038,1
2017043039,1
2017043040,1
2017043041,1
2017043042,0
2017043043,1
2017043044,1
2017043045,1
2017043046,1
2017043047,1
2017043048,1
201705011,0
201705012,0
201705013,1
201705014,1
201705015,1
201705016,1
201705017,0
201705018,0
201705019,0
2017050110,0
2017050111,0
2017050112,0
2017050113,0
2017050114,0
2017050115,0
2017050116,1
2017050117,0
2017050118,0
2017050119,0
2017050120,0
2017050121,0
2017050122,0
2017050123,0
2017050124,0
2017050125,0
2017050126,0
2017050127,0
2017050128,0
2017050129,0
2017050130,0
2017050131,0
2017050132,0
2017050133,0
2017050134,0
2017050135,0
2017050136,0
2017050137,0
2017050138,0
2017050139,0
2017050140,1
2017050141,1
2017050142,0
2017050143,1
2017050144,0
2017050145,1
2017050146,0
2017050147,0
2017050148,0
201705021,0
201705022,0
201705023,0
201705024,0
201705025,0
201705026,0
201705027,0
201705028,0
201705029,0
2017050210,0
2017050211,1
2017050212,0
2017050213,0
2017050214,0
2017050215,1
2017050216,1
2017050217,0
2017050218,0
2017050219,1
2017050220,0
2017050221,0
2017050222,0
2017050223,0
2017050224,0
2017050225,0
2017050226,0
2017050227,0
2017050228,0
2017050229,0
2017050230,0
2017050231,0
2017050232,0
2017050233,0
2017050234,0
2017050235,0
2017050236,0
2017050237,0
2017050238,0
2017050239,0
2017050240,0
2017050241,0
2017050242,0
2017050243,1
2017050244,0
2017050245,0
2017050246,0
2017050247,0
2017050248,0
201705031,0
201705032,0
201705033,0
201705034,0
201705035,0
201705036,0
201705037,0
201705038,0
201705039,0
2017050310,0
2017050311,0
2017050312,0
2017050313,0
2017050314,0
2017050315,0
2017050316,0
2017050317,0
2017050318,0
2017050319,0
2017050320,0
2017050321,0
2017050322,0
2017050323,0
2017050324,0
2017050325,0
2017050326,0
2017050327,0
2017050328,0
2017050329,0
2017050330,0
2017050331,0
2017050332,0
2017050333,0
2017050334,0
2017050335,0
2017050336,0
2017050337,0
2017050338,0
2017050339,0
2017050340,0
2017050341,0
2017050342,0
2017050343,1
2017050344,0
2017050345,0
2017050346,0
2017050347,0
2017050348,0
201705041,1
201705042,0
201705043,0
201705044,0
201705045,0
201705046,0
201705047,0
201705048,0
201705049,0
2017050410,0
2017050411,0
2017050412,0
2017050413,0
2017050414,0
2017050415,0
2017050416,0
2017050417,0
2017050418,0
2017050419,0
2017050420,0
2017050421,0
2017050422,0
2017050423,0
2017050424,0
2017050425,0
2017050426,0
2017050427,0
2017050428,0
2017050429,0
2017050430,0
2017050431,0
2017050432,0
2017050433,0
2017050434,0
2017050435,0
2017050436,0
2017050437,0
2017050438,0
2017050439,0
2017050440,1
2017050441,0
2017050442,0
2017050443,0
2017050444,0
2017050445,0
2017050446,0
2017050447,0
2017050448,0
201705051,0
201705052,0
201705053,0
201705054,0
201705055,0
201705056,0
201705057,0
201705058,0
201705059,0
2017050510,0
2017050511,0
2017050512,1
2017050513,1
2017050514,0
2017050515,0
2017050516,0
2017050517,0
2017050518,0
2017050519,0
2017050520,0
2017050521,0
2017050522,0
2017050523,0
2017050524,0
2017050525,0
2017050526,0
2017050527,0
2017050528,0
2017050529,0
2017050530,0
2017050531,0
2017050532,0
2017050533,0
2017050534,0
2017050535,0
2017050536,0
2017050537,0
2017050538,0
2017050539,0
2017050540,0
2017050541,0
2017050542,0
2017050543,0
2017050544,0
2017050545,0
2017050546,0
2017050547,0
2017050548,0
201705061,0
201705062,0
201705063,0
201705064,1
201705065,1
201705066,1
201705067,1
201705068,0
201705069,0
2017050610,0
2017050611,0
2017050612,0
2017050613,0
2017050614,0
2017050615,0
2017050616,0
2017050617,0
2017050618,0
2017050619,0
2017050620,0
2017050621,0
2017050622,0
2017050623,0
2017050624,0
2017050625,0
2017050626,0
2017050627,0
2017050628,0
2017050629,0
2017050630,0
2017050631,0
2017050632,0
2017050633,0
2017050634,0
2017050635,1
2017050636,1
2017050637,0
2017050638,0
2017050639,0
2017050640,0
2017050641,0
2017050642,0
2017050643,0
2017050644,0
2017050645,0
2017050646,0
2017050647,0
2017050648,0
201705071,0
201705072,0
201705073,0
201705074,0
201705075,0
201705076,0
201705077,0
201705078,0
201705079,0
2017050710,0
2017050711,0
2017050712,0
2017050713,0
2017050714,0
2017050715,0
2017050716,0
2017050717,0
2017050718,0
2017050719,0
2017050720,0
2017050721,0
2017050722,0
2017050723,0
2017050724,0
2017050725,0
2017050726,0
2017050727,0
2017050728,0
2017050729,0
2017050730,0
2017050731,0
2017050732,0
2017050733,0
2017050734,0
2017050735,0
2017050736,0
2017050737,0
2017050738,0
2017050739,0
2017050740,0
2017050741,0
2017050742,0
2017050743,0
2017050744,0
2017050745,0
2017050746,0
2017050747,0
2017050748,0
201705081,0
201705082,0
201705083,0
201705084,0
201705085,0
201705086,0
201705087,0
201705088,0
201705089,0
2017050810,0
2017050811,0
2017050812,0
2017050813,0
2017050814,0
2017050815,0
2017050816,0
2017050817,0
2017050818,0
2017050819,1
2017050820,0
2017050821,0
2017050822,0
2017050823,0
2017050824,0
2017050825,0
2017050826,0
2017050827,0
2017050828,0
2017050829,0
2017050830,0
2017050831,0
2017050832,0
2017050833,0
2017050834,0
2017050835,0
2017050836,0
2017050837,0
2017050838,1
2017050839,0
2017050840,0
2017050841,0
2017050842,0
2017050843,0
2017050844,0
2017050845,0
2017050846,0
2017050847,0
2017050848,0
201705091,0
201705092,0
201705093,0
201705094,0
201705095,0
201705096,0
201705097,0
201705098,0
201705099,0
2017050910,0
2017050911,0
2017050912,0
2017050913,1
2017050914,0
2017050915,1
2017050916,1
2017050917,1
2017050918,0
2017050919,0
2017050920,0
2017050921,0
2017050922,0
2017050923,0
2017050924,0
2017050925,1
2017050926,0
2017050927,0
2017050928,0
2017050929,0
2017050930,0
2017050931,0
2017050932,0
2017050933,0
2017050934,0
2017050935,0
2017050936,0
2017050937,0
2017050938,0
2017050939,0
2017050940,0
2017050941,0
2017050942,0
2017050943,0
2017050944,0
2017050945,0
2017050946,0
2017050947,1
2017050948,0
201705101,0
201705102,0
201705103,0
201705104,0
201705105,0
201705106,0
201705107,0
201705108,0
201705109,0
2017051010,0
2017051011,0
2017051012,0
2017051013,1
2017051014,0
2017051015,0
2017051016,0
2017051017,0
2017051018,0
2017051019,0
2017051020,0
2017051021,0
2017051022,0
2017051023,0
2017051024,0
2017051025,0
2017051026,0
2017051027,0
2017051028,0
2017051029,0
2017051030,0
2017051031,0
2017051032,0
2017051033,0
2017051034,0
2017051035,0
2017051036,0
2017051037,0
2017051038,0
2017051039,0
2017051040,0
2017051041,0
2017051042,0
2017051043,0
2017051044,0
2017051045,0
2017051046,0
2017051047,0
2017051048,0
201705111,0
201705112,0
201705113,0
201705114,0
201705115,0
201705116,0
201705117,0
201705118,0
201705119,0
2017051110,0
2017051111,0
2017051112,0
2017051113,1
2017051114,0
2017051115,0
2017051116,0
2017051117,0
2017051118,0
2017051119,0
2017051120,1
2017051121,1
2017051122,0
2017051123,0
2017051124,0
2017051125,0
2017051126,0
2017051127,0
2017051128,0
2017051129,0
2017051130,0
2017051131,0
2017051132,0
2017051133,0
2017051134,1
2017051135,0
2017051136,0
2017051137,0
2017051138,0
2017051139,0
2017051140,0
2017051141,0
2017051142,0
2017051143,0
2017051144,0
2017051145,0
2017051146,0
2017051147,0
2017051148,0
201705121,0
201705122,0
201705123,0
201705124,0
201705125,0
201705126,0
201705127,0
201705128,0
201705129,0
2017051210,0
2017051211,0
2017051212,1
2017051213,0
2017051214,0
2017051215,0
2017051216,0
2017051217,0
2017051218,0
2017051219,1
2017051220,1
2017051221,1
2017051222,0
2017051223,0
2017051224,0
2017051225,0
2017051226,0
2017051227,0
2017051228,0
2017051229,0
2017051230,0
2017051231,0
2017051232,0
2017051233,1
2017051234,0
2017051235,0
2017051236,1
2017051237,1
2017051238,1
2017051239,0
2017051240,0
2017051241,0
2017051242,0
2017051243,0
2017051244,0
2017051245,0
2017051246,0
2017051247,0
2017051248,0
201705131,0
201705132,0
201705133,0
201705134,0
201705135,0
201705136,0
201705137,0
201705138,0
201705139,0
2017051310,0
2017051311,0
2017051312,0
2017051313,0
2017051314,1
2017051315,0
2017051316,0
2017051317,0
2017051318,1
2017051319,0
2017051320,0
2017051321,0
2017051322,0
2017051323,0
2017051324,0
2017051325,0
2017051326,0
2017051327,0
2017051328,0
2017051329,0
2017051330,0
2017051331,0
2017051332,0
2017051333,0
2017051334,0
2017051335,0
2017051336,0
2017051337,0
2017051338,0
2017051339,0
2017051340,0
2017051341,0
2017051342,0
2017051343,0
2017051344,0
2017051345,0
2017051346,0
2017051347,0
2017051348,0
201705141,0
201705142,0
201705143,0
201705144,0
201705145,0
201705146,0
201705147,0
201705148,0
201705149,0
2017051410,1
2017051411,0
2017051412,1
2017051413,0
2017051414,1
2017051415,1
2017051416,0
2017051417,0
2017051418,0
2017051419,0
2017051420,0
2017051421,0
2017051422,0
2017051423,0
2017051424,0
2017051425,0
2017051426,0
2017051427,0
2017051428,0
2017051429,0
2017051430,0
2017051431,0
2017051432,0
2017051433,0
2017051434,0
2017051435,0
2017051436,0
2017051437,0
2017051438,0
2017051439,0
2017051440,0
2017051441,0
2017051442,0
2017051443,0
2017051444,0
2017051445,0
2017051446,0
2017051447,0
2017051448,0
201705151,0
201705152,0
201705153,0
201705154,0
201705155,0
201705156,0
201705157,0
201705158,0
201705159,0
2017051510,0
2017051511,0
2017051512,0
2017051513,0
2017051514,0
2017051515,0
2017051516,0
2017051517,1
2017051518,0
2017051519,1
2017051520,0
2017051521,0
2017051522,0
2017051523,0
2017051524,0
2017051525,1
2017051526,1
2017051527,0
2017051528,0
2017051529,0
2017051530,0
2017051531,0
2017051532,0
2017051533,0
2017051534,0
2017051535,0
2017051536,1
2017051537,1
2017051538,0
2017051539,0
2017051540,0
2017051541,0
2017051542,0
2017051543,0
2017051544,0
2017051545,1
2017051546,0
2017051547,0
2017051548,1
201705161,1
201705162,0
201705163,1
201705164,1
201705165,1
201705166,0
201705167,0
201705168,0
201705169,0
2017051610,1
2017051611,0
2017051612,0
2017051613,1
2017051614,1
2017051615,1
2017051616,0
2017051617,1
2017051618,1
2017051619,0
2017051620,0
2017051621,0
2017051622,0
2017051623,0
2017051624,0
2017051625,1
2017051626,0
2017051627,0
2017051628,0
2017051629,0
2017051630,0
2017051631,0
2017051632,0
2017051633,0
2017051634,0
2017051635,0
2017051636,0
2017051637,0
2017051638,0
2017051639,0
2017051640,0
2017051641,0
2017051642,0
2017051643,0
2017051644,0
2017051645,0
2017051646,0
2017051647,1
2017051648,0
201705171,1
201705172,0
201705173,0
201705174,0
201705175,0
201705176,0
201705177,0
201705178,1
201705179,0
2017051710,0
2017051711,0
2017051712,0
2017051713,0
2017051714,0
2017051715,0
2017051716,0
2017051717,0
2017051718,0
2017051719,0
2017051720,1
2017051721,1
2017051722,1
2017051723,1
2017051724,1
2017051725,1
2017051726,0
2017051727,0
2017051728,0
2017051729,0
2017051730,0
2017051731,0
2017051732,0
2017051733,0
2017051734,0
2017051735,0
2017051736,0
2017051737,0
2017051738,0
2017051739,1
2017051740,0
2017051741,0
2017051742,0
2017051743,0
2017051744,0
2017051745,1
2017051746,0
2017051747,1
2017051748,1
201705181,1
201705182,0
201705183,0
201705184,0
201705185,0
201705186,0
201705187,0
201705188,0
201705189,0
2017051810,0
2017051811,0
2017051812,0
2017051813,1
2017051814,0
2017051815,0
2017051816,0
2017051817,0
2017051818,0
2017051819,0
2017051820,0
2017051821,0
2017051822,0
2017051823,0
2017051824,0
2017051825,0
2017051826,0
2017051827,0
2017051828,0
2017051829,0
2017051830,0
2017051831,0
2017051832,0
2017051833,0
2017051834,0
2017051835,1
2017051836,1
2017051837,0
2017051838,0
2017051839,0
2017051840,0
2017051841,1
2017051842,0
2017051843,0
2017051844,0
2017051845,0
2017051846,0
2017051847,0
2017051848,0
201705191,0
201705192,0
201705193,0
201705194,0
201705195,0
201705196,0
201705197,0
201705198,0
201705199,0
2017051910,0
2017051911,0
2017051912,0
2017051913,0
2017051914,0
2017051915,0
2017051916,0
2017051917,0
2017051918,0
2017051919,0
2017051920,1
2017051921,1
2017051922,0
2017051923,0
2017051924,0
2017051925,0
2017051926,0
2017051927,0
2017051928,0
2017051929,0
2017051930,0
2017051931,0
2017051932,0
2017051933,0
2017051934,0
2017051935,0
2017051936,0
2017051937,0
2017051938,0
2017051939,0
2017051940,0
2017051941,0
2017051942,0
2017051943,0
2017051944,0
2017051945,0
2017051946,0
2017051947,0
2017051948,0
201705201,0
201705202,0
201705203,0
201705204,0
201705205,0
201705206,0
201705207,0
201705208,0
201705209,0
2017052010,0
2017052011,0
2017052012,1
2017052013,1
2017052014,1
2017052015,0
2017052016,0
2017052017,0
2017052018,0
2017052019,0
2017052020,0
2017052021,0
2017052022,0
2017052023,0
2017052024,0
2017052025,0
2017052026,0
2017052027,0
2017052028,0
2017052029,0
2017052030,0
2017052031,0
2017052032,0
2017052033,0
2017052034,0
2017052035,0
2017052036,0
2017052037,0
2017052038,0
2017052039,0
2017052040,0
2017052041,0
2017052042,0
2017052043,0
2017052044,0
2017052045,0
2017052046,0
2017052047,0
2017052048,0
201705211,0
201705212,0
201705213,0
201705214,0
201705215,0
201705216,0
201705217,0
201705218,0
201705219,0
2017052110,0
2017052111,0
2017052112,0
2017052113,0
2017052114,0
2017052115,0
2017052116,0
2017052117,0
2017052118,0
2017052119,0
2017052120,0
2017052121,0
2017052122,0
2017052123,0
2017052124,0
2017052125,0
2017052126,0
2017052127,0
2017052128,0
2017052129,0
2017052130,0
2017052131,0
2017052132,0
2017052133,0
2017052134,0
2017052135,0
2017052136,0
2017052137,0
2017052138,0
2017052139,0
2017052140,1
2017052141,0
2017052142,0
2017052143,0
2017052144,1
2017052145,0
2017052146,0
2017052147,0
2017052148,0
201705221,0
201705222,0
201705223,0
201705224,0
201705225,0
201705226,0
201705227,1
201705228,1
201705229,1
2017052210,1
2017052211,1
2017052212,1
2017052213,0
2017052214,0
2017052215,0
2017052216,0
2017052217,0
2017052218,0
2017052219,0
2017052220,0
2017052221,0
2017052222,0
2017052223,0
2017052224,0
2017052225,0
2017052226,0
2017052227,0
2017052228,0
2017052229,0
2017052230,0
2017052231,0
2017052232,0
2017052233,0
2017052234,0
2017052235,0
2017052236,0
2017052237,0
2017052238,0
2017052239,0
2017052240,0
2017052241,0
2017052242,1
2017052243,0
2017052244,0
2017052245,0
2017052246,0
2017052247,0
2017052248,0
