,Offers
2018090144,115.0
2018090145,98.0
2018090146,100.0
2018090147,120.0
2018090148,88.0
2018090201,88.0
2018090202,88.0
2018090203,80.0
2018090204,80.0
2018090205,80.0
2018090206,80.0
2018090207,160.0
2018090208,80.0
2018090209,95.0
2018090210,80.0
2018090211,80.0
2018090212,80.0
2018090213,160.0
2018090214,160.0
2018090215,95.0
2018090216,95.0
2018090217,95.0
2018090218,95.0
2018090219,100.0
2018090220,95.0
2018090221,95.0
2018090222,95.0
2018090223,78.0
2018090224,78.0
2018090225,100.0
2018090226,100.0
2018090227,85.0
2018090228,115.0
2018090229,85.0
2018090230,85.0
2018090231,100.0
2018090232,85.0
2018090233,85.0
2018090234,100.0
2018090235,115.0
2018090236,115.0
2018090237,100.0
2018090238,140.0
2018090239,115.0
2018090240,140.0
2018090241,140.0
2018090242,98.0
2018090243,107.0
2018090244,140.0
2018090245,98.0
2018090246,97.0
2018090247,107.22
2018090248,107.22
2018090301,180.0
2018090302,107.22
2018090303,107.22
2018090304,78.95
2018090305,78.95
2018090306,78.95
2018090307,78.95
2018090308,75.0
2018090309,75.0
2018090310,75.0
2018090311,160.0
2018090312,90.75
2018090313,115.0
2018090314,90.75
2018090315,98.0
2018090316,98.0
2018090317,
2018090318,
2018090319,
2018090320,
2018090321,55.0
2018090322,
2018090323,100.0
2018090324,100.0
2018090325,
2018090326,
2018090327,115.0
2018090328,100.0
2018090329,115.0
2018090330,136.0
2018090331,136.0
2018090332,136.0
2018090333,142.0
2018090334,142.0
2018090335,142.0
2018090336,142.0
2018090337,142.0
2018090338,142.0
2018090339,142.0
2018090340,110.0
2018090341,115.0
2018090342,140.0
2018090343,185.0
2018090344,77.75
2018090345,98.0
2018090346,98.0
2018090347,95.0
2018090348,95.0
2018090401,180.0
2018090402,95.0
2018090403,80.0
2018090404,80.0
2018090405,80.0
2018090406,75.0
2018090407,74.5
2018090408,74.5
2018090409,77.75
2018090410,95.0
2018090411,260.0
2018090412,95.0
2018090413,95.0
2018090414,87.0
2018090415,115.0
2018090416,115.0
2018090417,100.0
2018090418,115.0
2018090419,100.0
2018090420,79.95
2018090421,79.95
2018090422,55.0
2018090423,100.0
2018090424,100.0
2018090425,99.0
2018090426,
2018090427,100.0
2018090428,
2018090429,
2018090430,
2018090431,94.35
2018090432,96.9
2018090433,96.9
2018090434,92.0
2018090435,100.0
2018090436,185.0
2018090437,96.9
2018090438,91.0
2018090439,96.9
2018090440,140.0
2018090441,140.0
2018090442,86.85
2018090443,140.0
2018090444,88.0
2018090445,96.0
2018090446,98.0
2018090447,200.0
2018090448,98.0
2018090501,84.5
2018090502,75.0
2018090503,160.0
2018090504,75.0
2018090505,75.0
2018090506,75.0
2018090507,75.0
2018090508,260.0
2018090509,160.0
2018090510,260.0
2018090511,200.0
2018090512,160.0
2018090513,140.0
2018090514,140.0
2018090515,140.0
2018090516,145.0
2018090517,140.0
2018090518,140.0
2018090519,101.0
2018090520,60.0
2018090521,98.0
2018090522,98.0
2018090523,82.11
2018090524,100.0
2018090525,100.0
2018090526,139.0
2018090527,139.0
2018090528,95.0
2018090529,76.0
2018090530,76.0
2018090531,
2018090532,115.0
2018090533,98.0
2018090534,139.0
2018090535,139.0
2018090536,140.0
2018090537,31.28
2018090538,31.28
2018090539,103.0
2018090540,140.0
2018090541,140.0
2018090542,140.0
2018090543,100.0
2018090544,98.0
2018090545,85.0
2018090546,101.0
2018090547,85.0
2018090548,85.0
2018090601,82.49
2018090602,98.0
2018090603,82.49
2018090604,160.0
2018090605,82.49
2018090606,82.49
2018090607,82.49
2018090608,82.49
2018090609,125.0
2018090610,260.0
2018090611,260.0
2018090612,82.55
2018090613,100.0
2018090614,100.0
2018090615,139.0
2018090616,140.0
2018090617,98.0
2018090618,98.95
2018090619,101.0
2018090620,102.5
2018090621,102.5
2018090622,101.0
2018090623,98.95
2018090624,101.0
2018090625,115.0
2018090626,101.0
2018090627,98.95
2018090628,115.0
2018090629,115.0
2018090630,89.22
2018090631,89.22
2018090632,97.5
2018090633,132.0
2018090634,97.5
2018090635,97.5
2018090636,100.0
2018090637,97.5
2018090638,140.0
2018090639,140.0
2018090640,101.0
2018090641,101.0
2018090642,98.0
2018090643,98.0
2018090644,98.0
2018090645,98.0
2018090646,100.0
2018090647,100.0
2018090648,100.0
2018090701,100.0
2018090702,100.0
2018090703,100.0
2018090704,76.0
2018090705,76.0
2018090706,76.0
2018090707,76.0
2018090708,76.0
2018090709,76.0
2018090710,76.0
2018090711,260.0
2018090712,180.0
2018090713,93.0
2018090714,100.0
2018090715,100.0
2018090716,95.55
2018090717,95.55
2018090718,100.0
2018090719,100.0
2018090720,98.0
2018090721,79.45143
2018090722,100.0
2018090723,100.0
2018090724,100.0
2018090725,115.0
2018090726,85.0
2018090727,73.0
2018090728,
2018090729,115.0
2018090730,100.0
2018090731,
2018090732,90.4
2018090733,115.0
2018090734,115.0
2018090735,100.0
2018090736,115.0
2018090737,100.0
2018090738,100.0
2018090739,100.0
2018090740,100.0
2018090741,100.0
2018090742,100.0
2018090743,104.0
2018090744,100.0
2018090745,100.0
2018090746,100.0
2018090747,100.0
2018090748,105.0
2018090801,104.0
2018090802,100.0
2018090803,92.0
2018090804,95.0
2018090805,90.1
2018090806,90.1
2018090807,90.1
2018090808,105.0
2018090809,160.0
2018090810,240.0
2018090811,240.0
2018090812,87.5
2018090813,109.0
2018090814,109.0
2018090815,109.0
2018090816,109.0
2018090817,109.0
2018090818,140.0
2018090819,140.0
2018090820,109.0
2018090821,109.0
2018090822,125.0
2018090823,125.0
2018090824,115.0
2018090825,100.0
2018090826,95.0
2018090827,84.95
2018090828,104.0
2018090829,84.95
2018090830,115.0
2018090831,115.0
2018090832,110.0
2018090833,110.0
2018090834,110.0
2018090835,110.0
2018090836,110.0
2018090837,110.0
2018090838,110.0
2018090839,110.0
2018090840,110.0
2018090841,110.0
2018090842,125.0
2018090843,125.0
2018090844,97.0
2018090845,100.0
2018090846,115.0
2018090847,104.0
2018090848,104.0
2018090901,129.0
2018090902,129.0
2018090903,180.0
2018090904,180.0
2018090905,129.0
2018090906,129.0
2018090907,129.0
2018090908,129.0
2018090909,129.0
2018090910,129.0
2018090911,129.0
2018090912,129.0
2018090913,129.0
2018090914,180.0
2018090915,180.0
2018090916,145.0
2018090917,115.0
2018090918,115.0
2018090919,100.0
2018090920,100.0
2018090921,124.0
2018090922,124.0
2018090923,99.0
2018090924,93.0
2018090925,114.0
2018090926,100.0
2018090927,115.0
2018090928,150.0
2018090929,89.0
2018090930,115.0
2018090931,150.0
2018090932,150.0
2018090933,150.0
2018090934,150.0
2018090935,85.4
2018090936,150.0
2018090937,140.0
2018090938,140.0
2018090939,109.0
2018090940,109.0
2018090941,109.0
2018090942,110.0
2018090943,110.0
2018090944,108.0
2018090945,115.0
2018090946,100.0
2018090947,500.0
2018090948,102.0
2018091001,88.5
2018091002,88.5
2018091003,88.5
2018091004,88.5
2018091005,88.5
2018091006,88.5
2018091007,88.5
2018091008,94.5
2018091009,110.0
2018091010,110.0
2018091011,180.0
2018091012,125.0
2018091013,125.0
2018091014,100.0
2018091015,95.0
2018091016,98.0
2018091017,98.0
2018091018,98.0
2018091019,91.0
2018091020,91.0
2018091021,98.0
2018091022,98.0
2018091023,95.0
2018091024,100.0
2018091025,100.0
2018091026,74.15
2018091027,102.25
2018091028,102.25
2018091029,102.25
2018091030,115.0
2018091031,244.84
2018091032,115.0
2018091033,102.25
2018091034,115.0
2018091035,115.0
2018091036,102.25
2018091037,102.25
2018091038,102.25
2018091039,102.25
2018091040,140.0
2018091041,98.75
2018091042,98.75
2018091043,100.0
2018091044,84.0
2018091045,107.22
2018091046,107.22
2018091047,107.5
2018091048,107.5
2018091101,120.0
2018091102,107.5
2018091103,107.5
2018091104,107.5
2018091105,107.5
2018091106,107.5
2018091107,107.5
2018091108,107.5
2018091109,107.5
2018091110,107.5
2018091111,116.0
2018091112,116.0
2018091113,116.0
2018091114,140.0
2018091115,140.0
2018091116,107.0
2018091117,139.0
2018091118,107.0
2018091119,115.0
2018091120,98.0
2018091121,88.0
2018091122,88.0
2018091123,88.0
2018091124,88.0
2018091125,99.0
2018091126,99.0
2018091127,400.0
2018091128,99.0
2018091129,100.0
2018091130,104.0
2018091131,104.0
2018091132,104.0
2018091133,104.0
2018091134,104.0
2018091135,104.0
2018091136,115.0
2018091137,145.0
2018091138,145.0
2018091139,145.0
2018091140,145.0
2018091141,145.0
2018091142,145.0
2018091143,145.0
2018091144,145.0
2018091145,145.0
2018091146,97.0
2018091147,97.0
2018091148,97.0
2018091201,100.0
2018091202,93.0
2018091203,93.0
2018091204,93.0
2018091205,160.0
2018091206,160.0
2018091207,93.0
2018091208,130.0
2018091209,130.0
2018091210,93.0
2018091211,200.0
2018091212,130.0
2018091213,170.0
2018091214,170.0
2018091215,180.0
2018091216,185.0
2018091217,180.0
2018091218,180.0
2018091219,180.0
2018091220,158.0
2018091221,139.0
2018091222,135.0
2018091223,135.0
2018091224,125.0
2018091225,105.0
2018091226,105.0
2018091227,105.0
2018091228,105.0
2018091229,105.0
2018091230,105.0
2018091231,105.0
2018091232,126.0
2018091233,126.0
2018091234,126.0
2018091235,126.0
2018091236,140.0
2018091237,140.0
2018091238,126.0
2018091239,126.0
2018091240,126.0
2018091241,126.0
2018091242,126.0
2018091243,126.0
2018091244,109.0
2018091245,89.5
2018091246,89.0
2018091247,84.0
2018091248,84.0
2018091301,86.5
2018091302,120.0
2018091303,120.0
2018091304,84.0
2018091305,84.0
2018091306,84.0
2018091307,84.0
2018091308,84.0
2018091309,84.0
2018091310,94.0
2018091311,160.0
2018091312,98.5
2018091313,98.5
2018091314,1500.0
2018091315,98.5
2018091316,98.5
2018091317,98.5
2018091318,98.5
2018091319,140.0
2018091320,98.5
2018091321,98.5
2018091322,98.5
2018091323,98.5
2018091324,101.0
2018091325,101.0
2018091326,100.0
2018091327,100.0
2018091328,250.0
2018091329,100.0
2018091330,120.0
2018091331,357.75833
2018091332,104.95
2018091333,140.0
2018091334,140.0
2018091335,140.0
2018091336,140.0
2018091337,107.0
2018091338,104.95
2018091339,185.0
2018091340,104.95
2018091341,104.95
2018091342,104.95
2018091343,104.95
2018091344,104.95
2018091345,104.95
2018091346,102.5
2018091347,102.5
2018091348,82.2
2018091401,82.2
2018091402,88.5
2018091403,88.5
2018091404,99.95
2018091405,95.0
2018091406,95.0
2018091407,160.0
2018091408,89.99
2018091409,160.0
2018091410,110.0
2018091411,97.0
2018091412,97.0
2018091413,98.0
2018091414,98.5
2018091415,150.0
2018091416,100.0
2018091417,98.0
2018091418,96.95
2018091419,96.95
2018091420,96.95
2018091421,96.95
2018091422,96.95
2018091423,90.5
2018091424,100.0
2018091425,100.0
2018091426,100.0
2018091427,104.0
2018091428,100.0
2018091429,100.0
2018091430,87.5
2018091431,100.0
2018091432,100.0
2018091433,101.0
2018091434,101.0
2018091435,101.0
2018091436,101.0
2018091437,101.0
2018091438,101.0
2018091439,101.0
2018091440,101.0
2018091441,101.0
2018091442,101.0
2018091443,101.0
2018091444,101.0
2018091445,101.0
2018091446,101.0
2018091447,87.0
2018091448,98.0
2018091501,87.0
2018091502,87.0
2018091503,160.0
2018091504,95.0
2018091505,160.0
2018091506,95.0
2018091507,94.0
2018091508,240.0
2018091509,94.0
2018091510,260.0
2018091511,260.0
2018091512,94.0
2018091513,95.0
2018091514,95.0
2018091515,95.0
2018091516,95.0
2018091517,98.5
2018091518,98.5
2018091519,92.0
2018091520,92.0
2018091521,95.0
2018091522,92.0
2018091523,100.0
2018091524,104.0
2018091525,95.0
2018091526,95.0
2018091527,100.0
2018091528,84.0
2018091529,140.0
2018091530,140.0
2018091531,140.0
2018091532,140.0
2018091533,140.0
2018091534,140.0
2018091535,140.0
2018091536,140.0
2018091537,140.0
2018091538,140.0
2018091539,220.0
2018091540,185.0
2018091541,185.0
2018091542,140.0
2018091543,140.0
2018091544,140.0
2018091545,140.0
2018091546,107.0
2018091547,107.0
2018091548,107.0
2018091601,120.0
2018091602,120.0
2018091603,120.0
2018091604,120.0
2018091605,160.0
2018091606,120.0
2018091607,120.0
2018091608,120.0
2018091609,120.0
2018091610,94.0
2018091611,94.0
2018091612,94.0
2018091613,220.0
2018091614,160.0
2018091615,260.0
2018091616,145.0
2018091617,98.5
2018091618,140.0
2018091619,140.0
2018091620,220.0
2018091621,220.0
2018091622,88.99
2018091623,140.0
2018091624,98.5
2018091625,98.5
2018091626,140.0
2018091627,140.0
2018091628,98.5
2018091629,92.5
2018091630,100.0
2018091631,139.0
2018091632,105.0
2018091633,140.0
2018091634,140.0
2018091635,105.0
2018091636,140.0
2018091637,105.0
2018091638,105.0
2018091639,105.0
2018091640,105.0
2018091641,140.0
2018091642,185.0
2018091643,220.0
2018091644,350.0
2018091645,104.0
2018091646,115.0
2018091647,98.0
2018091648,98.0
2018091701,96.5
2018091702,96.5
2018091703,96.5
2018091704,96.5
2018091705,96.5
2018091706,96.5
2018091707,160.0
2018091708,160.0
2018091709,260.0
2018091710,240.0
2018091711,85.0
2018091712,140.0
2018091713,180.0
2018091714,126.0
2018091715,140.0
2018091716,185.0
2018091717,140.0
2018091718,102.5
2018091719,220.0
2018091720,185.0
2018091721,125.11
2018091722,135.0
2018091723,102.5
2018091724,102.5
2018091725,107.22
2018091726,102.5
2018091727,155.0
2018091728,155.0
2018091729,155.0
2018091730,155.0
2018091731,155.0
2018091732,155.0
2018091733,155.0
2018091734,155.0
2018091735,155.0
2018091736,155.0
2018091737,155.0
2018091738,155.0
2018091739,155.0
2018091740,155.0
2018091741,155.0
2018091742,155.0
2018091743,112.95
2018091744,112.95
2018091745,126.0
2018091746,126.0
2018091747,120.0
2018091748,200.0
2018091801,103.0
2018091802,108.0
2018091803,103.0
2018091804,103.0
2018091805,103.0
2018091806,103.0
2018091807,103.0
2018091808,103.0
2018091809,103.0
2018091810,200.0
2018091811,180.0
2018091812,103.0
2018091813,107.5
2018091814,107.5
2018091815,110.0
2018091816,107.5
2018091817,107.5
2018091818,105.0
2018091819,105.0
2018091820,105.0
2018091821,105.0
2018091822,105.0
2018091823,105.0
2018091824,105.0
2018091825,105.0
2018091826,100.0
2018091827,75.0
2018091828,150.0
2018091829,88.5
2018091830,150.0
2018091831,150.0
2018091832,100.0
2018091833,100.0
2018091834,100.0
2018091835,100.0
2018091836,99.95
2018091837,99.95
2018091838,99.95
2018091839,99.95
2018091840,100.0
2018091841,99.95
2018091842,99.95
2018091843,220.0
2018091844,99.95
2018091845,99.95
2018091846,140.0
2018091847,99.95
2018091848,99.95
2018091901,99.95
2018091902,99.95
2018091903,160.0
2018091904,99.95
2018091905,160.0
2018091906,160.0
2018091907,160.0
2018091908,160.0
2018091909,160.0
2018091910,104.5
2018091911,104.5
2018091912,104.5
2018091913,107.5
2018091914,107.5
2018091915,110.0
2018091916,110.0
2018091917,110.0
2018091918,110.0
2018091919,98.0
2018091920,98.0
2018091921,100.0
2018091922,100.0
2018091923,140.0
2018091924,140.0
2018091925,140.0
2018091926,107.0
2018091927,140.0
2018091928,150.0
2018091929,101.0
2018091930,101.0
2018091931,140.0
2018091932,101.0
2018091933,103.0
2018091934,103.0
2018091935,103.0
2018091936,103.0
2018091937,103.0
2018091938,103.0
2018091939,140.0
2018091940,150.0
2018091941,150.0
2018091942,140.0
2018091943,140.0
2018091944,140.0
2018091945,140.0
2018091946,96.5
2018091947,98.0
2018091948,200.0
2018092001,200.0
2018092002,98.0
2018092003,260.0
2018092004,200.0
2018092005,98.0
2018092006,220.0
2018092007,220.0
2018092008,98.0
2018092009,98.0
2018092010,220.0
2018092011,200.0
2018092012,98.9
2018092013,200.0
2018092014,151.69
2018092015,151.69
2018092016,151.69
2018092017,151.69
2018092018,151.69
2018092019,103.8
2018092020,103.8
2018092021,103.8
2018092022,103.8
2018092023,150.0
2018092024,103.8
2018092025,103.8
2018092026,103.8
2018092027,100.0
2018092028,93.9
2018092029,190.0
2018092030,100.0
2018092031,100.0
2018092032,93.9
2018092033,149.0
2018092034,210.0
2018092035,210.0
2018092036,210.0
2018092037,120.93
2018092038,112.5
2018092039,112.5
2018092040,112.5
2018092041,100.0
2018092042,100.0
2018092043,91.5
2018092044,95.0
2018092045,100.0
2018092046,100.0
2018092047,105.5
2018092048,180.0
2018092101,200.0
2018092102,260.0
2018092103,260.0
2018092104,105.5
2018092105,105.5
2018092106,105.5
2018092107,105.5
2018092108,105.5
2018092109,105.5
2018092110,105.5
2018092111,105.5
2018092112,105.5
2018092113,105.5
2018092114,105.5
2018092115,97.5
2018092116,100.0
2018092117,100.0
2018092118,100.0
2018092119,140.0
2018092120,94.9
2018092121,94.9
2018092122,100.0
2018092123,100.0
2018092124,100.0
2018092125,100.0
2018092126,98.0
2018092127,100.0
2018092128,100.0
2018092129,100.0
2018092130,120.0
2018092131,99.95
2018092132,99.95
2018092133,99.95
2018092134,140.0
2018092135,140.0
2018092136,98.6
2018092137,100.0
2018092138,98.6
2018092139,100.0
2018092140,100.0
2018092141,185.0
2018092142,100.0
2018092143,140.0
2018092144,98.0
2018092145,140.0
2018092146,140.0
2018092147,159.0
2018092148,159.0
2018092201,159.0
2018092202,159.0
2018092203,159.0
2018092204,159.0
2018092205,159.0
2018092206,159.0
2018092207,160.0
2018092208,160.0
2018092209,159.0
2018092210,180.0
2018092211,200.0
2018092212,159.0
2018092213,159.0
2018092214,159.0
2018092215,98.0
2018092216,104.25
2018092217,125.0
2018092218,120.0
2018092219,104.25
2018092220,135.0
2018092221,135.0
2018092222,104.25
2018092223,104.25
2018092224,104.25
2018092225,104.25
2018092226,139.0
2018092227,104.25
2018092228,104.25
2018092229,139.0
2018092230,104.25
2018092231,104.95
2018092232,104.95
2018092233,104.95
2018092234,110.0
2018092235,108.0
2018092236,205.0
2018092237,205.0
2018092238,108.0
2018092239,205.0
2018092240,108.0
2018092241,108.0
2018092242,110.0
2018092243,110.0
2018092244,108.0
2018092245,108.0
2018092246,119.8
2018092247,163.5
2018092248,163.5
2018092301,220.0
2018092302,163.5
2018092303,163.5
2018092304,163.5
2018092305,163.5
2018092306,163.5
2018092307,163.5
2018092308,163.5
2018092309,163.5
2018092310,163.5
2018092311,163.5
2018092312,163.5
2018092313,163.5
2018092314,163.5
2018092315,119.8
2018092316,105.5
2018092317,105.5
2018092318,105.5
2018092319,100.0
2018092320,107.0
2018092321,107.0
2018092322,107.0
2018092323,105.5
2018092324,105.5
2018092325,105.5
2018092326,105.5
2018092327,100.0
2018092328,80.0
2018092329,80.0
2018092330,62.0
2018092331,
2018092332,99.05
2018092333,140.0
2018092334,140.0
2018092335,105.0
2018092336,140.0
2018092337,140.0
2018092338,185.0
2018092339,140.0
2018092340,140.0
2018092341,140.0
2018092342,105.0
2018092343,100.0
2018092344,140.0
2018092345,140.0
2018092346,140.0
2018092347,220.0
2018092348,158.5
2018092401,158.5
2018092402,158.5
2018092403,158.5
2018092404,158.5
2018092405,158.5
2018092406,158.5
2018092407,158.5
2018092408,158.5
2018092409,158.5
2018092410,158.5
2018092411,158.5
2018092412,240.0
2018092413,158.5
2018092414,158.5
2018092415,158.0
2018092416,158.0
2018092417,110.0
2018092418,110.0
2018092419,110.0
2018092420,95.0
2018092421,95.0
2018092422,95.0
2018092423,89.0
2018092424,100.0
2018092425,97.9
2018092426,89.0
2018092427,89.0
2018092428,89.0
2018092429,89.0
2018092430,89.0
2018092431,89.0
2018092432,0.0
2018092433,
2018092434,125.0
2018092435,120.0
2018092436,220.0
2018092437,220.0
2018092438,150.0
2018092439,140.0
2018092440,500.0
2018092441,139.0
2018092442,115.0
2018092443,115.0
2018092444,115.0
2018092445,115.0
2018092446,106.0
2018092447,100.0
2018092448,100.0
2018092501,100.0
2018092502,99.98
2018092503,98.0
2018092504,160.0
2018092505,200.0
2018092506,98.0
2018092507,98.0
2018092508,160.0
2018092509,160.0
2018092510,260.0
2018092511,260.0
2018092512,120.0
2018092513,108.0
2018092514,108.0
2018092515,350.0
2018092516,139.0
2018092517,139.0
2018092518,108.0
2018092519,108.0
2018092520,108.0
2018092521,108.0
2018092522,108.0
2018092523,108.0
2018092524,98.0
2018092525,85.0
2018092526,84.49
2018092527,84.49
2018092528,120.0
2018092529,135.0
2018092530,135.0
2018092531,125.0
2018092532,125.0
2018092533,140.0
2018092534,140.0
2018092535,140.0
2018092536,140.0
2018092537,140.0
2018092538,140.0
2018092539,140.0
2018092540,140.0
2018092541,140.0
2018092542,140.0
2018092543,140.0
2018092544,140.0
2018092545,140.0
2018092546,108.11
2018092547,140.0
2018092548,140.0
2018092601,140.0
2018092602,139.0
2018092603,139.0
2018092604,160.0
2018092605,108.11
2018092606,160.0
2018092607,160.0
2018092608,108.11
2018092609,108.11
2018092610,160.0
2018092611,180.0
2018092612,260.0
2018092613,145.0
2018092614,140.0
2018092615,113.0
2018092616,113.0
2018092617,113.0
2018092618,113.0
2018092619,108.11
2018092620,100.0
2018092621,138.0
2018092622,90.0
2018092623,90.0
2018092624,89.95
2018092625,89.95
2018092626,89.95
2018092627,89.95
2018092628,89.95
2018092629,89.95
2018092630,89.95
2018092631,101.11
2018092632,101.11
2018092633,101.11
2018092634,140.0
2018092635,140.0
2018092636,140.0
2018092637,140.0
2018092638,154.0
2018092639,220.0
2018092640,170.0
2018092641,170.0
2018092642,155.0
2018092643,135.0
2018092644,101.11
2018092645,101.11
2018092646,101.11
2018092647,99.0
2018092648,100.0
2018092701,97.0
2018092702,97.0
2018092703,97.0
2018092704,97.0
2018092705,97.0
2018092706,97.0
2018092707,97.0
2018092708,97.0
2018092709,97.0
2018092710,180.0
2018092711,102.0
2018092712,102.0
2018092713,102.0
2018092714,102.0
2018092715,102.0
2018092716,140.0
2018092717,111.15
2018092718,111.15
2018092719,139.0
2018092720,102.0
2018092721,139.0
2018092722,139.0
2018092723,102.0
2018092724,87.9
2018092725,98.0
2018092726,87.9
2018092727,100.0
2018092728,100.0
2018092729,87.9
2018092730,100.0
2018092731,100.0
2018092732,100.0
2018092733,97.0
2018092734,100.0
2018092735,100.0
2018092736,100.0
2018092737,101.0
2018092738,101.0
2018092739,101.0
2018092740,101.0
2018092741,101.0
2018092742,101.0
2018092743,140.0
2018092744,140.0
2018092745,98.0
2018092746,98.0
2018092747,98.0
2018092748,98.0
2018092801,98.0
2018092802,98.0
2018092803,98.0
2018092804,98.0
2018092805,98.0
2018092806,98.0
2018092807,98.0
2018092808,98.0
2018092809,98.0
2018092810,98.0
2018092811,98.0
2018092812,260.0
2018092813,95.0
2018092814,139.0
2018092815,98.0
2018092816,140.0
2018092817,140.0
2018092818,102.5
2018092819,139.0
2018092820,98.0
2018092821,98.0
2018092822,148.9
2018092823,98.0
2018092824,81.0
2018092825,
2018092826,84.0
2018092827,81.5
2018092828,108.5
2018092829,108.5
2018092830,108.5
2018092831,108.5
2018092832,108.5
2018092833,108.5
2018092834,108.5
2018092835,108.5
2018092836,108.5
2018092837,108.5
2018092838,185.0
2018092839,108.5
2018092840,108.5
2018092841,108.5
2018092842,98.0
2018092843,98.0
2018092844,95.2
2018092845,95.2
2018092846,95.2
2018092847,98.0
2018092848,98.0
2018092901,100.0
2018092902,88.0
2018092903,88.0
2018092904,88.0
2018092905,88.0
2018092906,88.0
2018092907,97.0
2018092908,97.0
2018092909,97.0
2018092910,97.0
2018092911,97.0
2018092912,97.0
2018092913,97.0
2018092914,145.0
2018092915,95.0
2018092916,95.0
2018092917,95.0
2018092918,95.0
2018092919,98.0
2018092920,95.0
2018092921,95.0
2018092922,95.0
2018092923,94.0
2018092924,97.95
2018092925,98.0
2018092926,100.0
2018092927,100.0
2018092928,94.0
2018092929,97.5
2018092930,107.5
2018092931,120.0
2018092932,120.0
2018092933,125.0
2018092934,125.0
2018092935,125.0
2018092936,125.0
2018092937,125.0
2018092938,125.0
2018092939,125.0
2018092940,125.0
2018092941,125.0
2018092942,125.0
2018092943,125.0
2018092944,125.0
2018092945,120.0
2018092946,120.0
2018092947,120.0
2018092948,120.0
2018093001,97.75
2018093002,97.75
2018093003,97.75
2018093004,91.0
2018093005,91.0
2018093006,220.0
2018093007,160.0
2018093008,160.0
2018093009,130.0
2018093010,130.0
2018093011,91.0
2018093012,91.0
2018093013,220.0
2018093014,220.0
2018093015,97.95
2018093016,100.0
2018093017,97.95
2018093018,100.0
2018093019,140.0
2018093020,140.0
2018093021,140.0
2018093022,94.0
2018093023,140.0
2018093024,140.0
2018093025,98.0
2018093026,94.0
2018093027,140.0
2018093028,104.5
2018093029,104.5
2018093030,107.0
2018093031,113.0
2018093032,113.0
2018093033,116.0
2018093034,116.0
2018093035,116.0
2018093036,116.0
2018093037,116.0
2018093038,116.0
2018093039,116.0
2018093040,116.0
2018093041,140.0
2018093042,140.0
2018093043,140.0
2018093044,115.0
2018093045,140.0
2018093046,104.5
2018093047,120.0
2018093048,120.0
2018100101,92.5
2018100102,92.5
2018100103,92.5
2018100104,180.0
2018100105,92.5
2018100106,92.5
2018100107,92.5
2018100108,92.5
2018100109,92.5
2018100110,92.5
2018100111,92.5
2018100112,100.0
2018100113,145.0
2018100114,115.0
2018100115,100.0
2018100116,145.0
2018100117,129.0
2018100118,139.0
2018100119,129.0
2018100120,139.0
2018100121,139.0
2018100122,86.9
2018100123,100.0
2018100124,100.0
2018100125,60.0
2018100126,75.0
2018100127,100.0
2018100128,100.0
2018100129,115.0
2018100130,97.0
2018100131,100.0
2018100132,115.0
2018100133,105.0
2018100134,105.0
2018100135,105.0
2018100136,105.0
2018100137,105.0
2018100138,105.0
2018100139,220.0
2018100140,220.0
2018100141,115.0
2018100142,100.0
2018100143,98.1
2018100144,93.0
2018100145,115.0
2018100146,115.0
2018100147,96.0
2018100148,96.0
2018100201,220.0
2018100202,96.0
2018100203,96.0
2018100204,96.0
2018100205,96.0
2018100206,96.0
2018100207,100.0
2018100208,96.0
2018100209,96.0
2018100210,96.0
2018100211,96.0
2018100212,96.0
2018100213,145.0
2018100214,100.0
2018100215,100.0
2018100216,115.0
2018100217,115.0
2018100218,97.5
2018100219,110.0
2018100220,94.0
2018100221,100.0
2018100222,94.0
2018100223,94.0
2018100224,94.0
2018100225,100.0
2018100226,115.0
2018100227,90.0
2018100228,90.0
2018100229,90.0
2018100230,115.0
2018100231,115.0
2018100232,115.0
2018100233,115.0
2018100234,106.0
2018100235,106.0
2018100236,115.0
2018100237,115.0
2018100238,220.0
2018100239,185.0
2018100240,115.0
2018100241,106.0
2018100242,106.0
2018100243,115.0
2018100244,115.0
2018100245,101.0
2018100246,101.0
2018100247,97.0
2018100248,97.0
2018100301,100.0
2018100302,99.0
2018100303,97.0
2018100304,97.0
2018100305,97.0
2018100306,100.0
2018100307,100.0
2018100308,180.0
2018100309,200.0
2018100310,180.0
2018100311,180.0
2018100312,180.0
2018100313,145.0
2018100314,100.0
2018100315,115.0
2018100316,97.0
2018100317,97.0
2018100318,92.5
2018100319,92.5
2018100320,94.25
2018100321,97.0
2018100322,91.88
2018100323,100.0
2018100324,118.81
2018100325,118.81
2018100326,118.81
2018100327,118.81
2018100328,118.81
2018100329,118.81
2018100330,118.81
2018100331,118.81
2018100332,150.0
2018100333,118.39
2018100334,118.39
2018100335,115.0
2018100336,105.0
2018100337,105.0
2018100338,105.0
2018100339,115.0
2018100340,115.0
2018100341,105.0
2018100342,350.0
2018100343,97.33006
2018100344,97.33006
2018100345,97.0
2018100346,115.0
2018100347,120.0
2018100348,98.0
2018100401,96.0
2018100402,96.0
2018100403,180.0
2018100404,180.0
2018100405,96.0
2018100406,96.0
2018100407,96.0
2018100408,96.0
2018100409,99.75
2018100410,150.0
2018100411,99.75
2018100412,96.0
2018100413,145.0
2018100414,95.0
2018100415,97.0
2018100416,97.0
2018100417,97.0
2018100418,95.0
2018100419,100.0
