,Bids
2018050125,-85.0
2018050126,-100.0
2018050127,-100.0
2018050128,-100.0
2018050129,-100.0
2018050130,-100.0
2018050131,-100.0
2018050132,-100.0
2018050133,-100.0
2018050134,-100.0
2018050135,-100.0
2018050136,-100.0
2018050137,-100.0
2018050138,-100.0
2018050139,-100.0
2018050140,-100.0
2018050141,-89.69
2018050142,-89.69
2018050143,-89.69
2018050144,-89.69
2018050145,-89.69
2018050146,-150.0
2018050147,-89.69
2018050148,-89.69
2018050201,-82.0
2018050202,-82.0
2018050203,-160.0
2018050204,-160.0
2018050205,-160.0
2018050206,-80.0
2018050207,-80.0
2018050208,-80.0
2018050209,-80.0
2018050210,-80.0
2018050211,-80.0
2018050212,-80.0
2018050213,-150.0
2018050214,-80.0
2018050215,-80.0
2018050216,-80.0
2018050217,-77.01053
2018050218,-77.01053
2018050219,-77.01053
2018050220,-77.01053
2018050221,-77.01053
2018050222,-77.01053
2018050223,-77.01053
2018050224,-77.01053
2018050225,30.0
2018050226,39.05
2018050227,39.05
2018050228,39.05
2018050229,39.8
2018050230,-50.0
2018050231,-50.0
2018050232,37.05
2018050233,36.0
2018050234,-50.0
2018050235,25.25
2018050236,-100.0
2018050237,-100.0
2018050238,-100.0
2018050239,-100.0
2018050240,-100.0
2018050241,-100.0
2018050242,-100.0
2018050243,-89.69
2018050244,-150.0
2018050245,-150.0
2018050246,-89.69
2018050247,-89.69
2018050248,-89.69
2018050301,-89.69
2018050302,-89.69
2018050303,-89.69
2018050304,-80.0
2018050305,-80.0
2018050306,-80.0
2018050307,-80.0
2018050308,-80.0
2018050309,-80.0
2018050310,-80.0
2018050311,-80.0
2018050312,-80.0
2018050313,0.0
2018050314,37.0
2018050315,0.0
2018050316,38.2
2018050317,0.0
2018050318,0.0
2018050319,0.0
2018050320,-82.0
2018050321,-82.0
2018050322,-82.0
2018050323,-82.0
2018050324,-80.0
2018050325,-80.0
2018050326,-85.0
2018050327,-85.0
2018050328,-85.0
2018050329,-85.0
2018050330,-80.0
2018050331,-85.0
2018050332,-85.0
2018050333,-85.0
2018050334,-85.0
2018050335,-85.0
2018050336,-85.0
2018050337,-85.0
2018050338,-85.0
2018050339,-75.0
2018050340,-75.0
2018050341,-75.0
2018050342,-66.4
2018050343,-66.4
2018050344,-66.4
2018050345,-63.88
2018050346,-69.34
2018050347,-72.13
2018050348,-72.13
2018050401,-69.92
2018050402,-69.92
2018050403,-18.99
2018050404,-85.0
2018050405,-85.0
2018050406,-85.0
2018050407,-85.0
2018050408,-85.0
2018050409,-85.0
2018050410,-85.0
2018050411,-85.0
2018050412,-85.0
2018050413,-85.0
2018050414,-85.0
2018050415,-85.0
2018050416,-85.0
2018050417,-85.0
2018050418,-89.69
2018050419,-89.69
2018050420,-100.0
2018050421,-100.0
2018050422,-100.0
2018050423,-100.0
2018050424,-100.0
2018050425,-100.0
2018050426,-100.0
2018050427,-100.0
2018050428,-100.0
2018050429,-100.0
2018050430,-100.0
2018050431,-100.0
2018050432,-100.0
2018050433,-100.0
2018050434,-100.0
2018050435,-100.0
2018050436,-100.0
2018050437,-100.0
2018050438,-100.0
2018050439,-100.0
2018050440,-89.69
2018050441,-85.0
2018050442,-85.0
2018050443,-85.0
2018050444,-85.0
2018050445,-85.0
2018050446,-85.0
2018050447,-85.0
2018050448,-85.0
2018050501,-85.0
2018050502,-85.0
2018050503,-85.0
2018050504,-85.0
2018050505,-85.0
2018050506,-85.0
2018050507,-85.0
2018050508,-85.0
2018050509,-85.0
2018050510,-85.0
2018050511,-85.0
2018050512,-85.0
2018050513,-85.0
2018050514,-85.0
2018050515,-85.0
2018050516,-85.0
2018050517,-85.0
2018050518,-89.69
2018050519,-89.69
2018050520,-100.0
2018050521,-100.0
2018050522,-100.0
2018050523,-100.0
2018050524,-100.0
2018050525,-100.0
2018050526,-100.0
2018050527,-100.0
2018050528,-100.0
2018050529,-100.0
2018050530,-100.0
2018050531,-100.0
2018050532,-100.0
2018050533,-100.0
2018050534,-100.0
2018050535,-100.0
2018050536,-100.0
2018050537,-89.69
2018050538,-89.69
2018050539,-89.69
2018050540,-85.0
2018050541,-85.0
2018050542,-85.0
2018050543,-85.0
2018050544,-85.0
2018050545,-80.0
2018050546,-80.0
2018050547,8.0
2018050548,8.0
2018050601,-18.99
2018050602,8.0
2018050603,8.0
2018050604,-18.99
2018050605,8.0
2018050606,0.05
2018050607,5.0
2018050608,0.05
2018050609,8.0
2018050610,8.0
2018050611,8.0
2018050612,-18.99
2018050613,8.0
2018050614,-150.0
2018050615,8.0
2018050616,8.0
2018050617,8.0
2018050618,8.0
2018050619,8.0
2018050620,8.0
2018050621,5.0
2018050622,5.0
2018050623,8.0
2018050624,8.0
2018050625,8.0
2018050626,5.0
2018050627,-5.73
2018050628,-5.73
2018050629,-5.73
2018050630,-5.73
2018050631,2.5
2018050632,2.5
2018050633,0.0
2018050634,-72.13
2018050635,-72.13
2018050636,-72.13
2018050637,0.0
2018050638,0.0
2018050639,22.5
2018050640,22.5
2018050641,22.5
2018050642,22.5
2018050643,-69.92
2018050644,-89.69
2018050645,-89.69
2018050646,-82.0
2018050647,-69.92
2018050648,22.5
2018050701,8.0
2018050702,8.0
2018050703,8.0
2018050704,8.0
2018050705,8.0
2018050706,8.0
2018050707,8.0
2018050708,8.0
2018050709,8.0
2018050710,-18.99
2018050711,8.0
2018050712,8.0
2018050713,8.0
2018050714,0.0
2018050715,-150.0
2018050716,8.0
2018050717,8.0
2018050718,0.05
2018050719,0.05
2018050720,8.0
2018050721,8.0
2018050722,8.0
2018050723,8.0
2018050724,8.0
2018050725,8.0
2018050726,8.0
2018050727,8.0
2018050728,8.0
2018050729,8.0
2018050730,8.0
2018050731,8.0
2018050732,8.0
2018050733,24.26
2018050734,24.26
2018050735,29.89
2018050736,29.89
2018050737,35.15
2018050738,35.15
2018050739,35.15
2018050740,0.0
2018050741,0.0
2018050742,0.0
2018050743,0.0
2018050744,0.0
2018050745,0.0
2018050746,35.2
2018050747,0.0
2018050748,8.0
2018050801,0.0
2018050802,8.0
2018050803,8.0
2018050804,8.0
2018050805,8.0
2018050806,8.0
2018050807,8.0
2018050808,8.0
2018050809,8.0
2018050810,0.0
2018050811,8.0
2018050812,-150.0
2018050813,-66.4
2018050814,0.0
2018050815,-150.0
2018050816,30.0
2018050817,35.0
2018050818,36.65
2018050819,-150.0
2018050820,-150.0
2018050821,-18.99
2018050822,-18.99
2018050823,37.21
2018050824,31.25
2018050825,37.27
2018050826,30.0
2018050827,30.0
2018050828,-150.0
2018050829,-18.99
2018050830,50.0
2018050831,-18.99
2018050832,-18.99
2018050833,39.05
2018050834,37.26
2018050835,39.05
2018050836,5.0
2018050837,5.0
2018050838,36.9
2018050839,39.05
2018050840,0.0
2018050841,0.0
2018050842,37.25
2018050843,37.3
2018050844,37.3
2018050845,36.0
2018050846,37.26
2018050847,24.02
2018050848,0.0
2018050901,0.0
2018050902,8.0
2018050903,8.0
2018050904,8.0
2018050905,-18.99
2018050906,8.0
2018050907,8.0
2018050908,8.0
2018050909,8.0
2018050910,8.0
2018050911,8.0
2018050912,8.0
2018050913,8.0
2018050914,33.0
2018050915,30.0
2018050916,33.0
2018050917,0.0
2018050918,0.0
2018050919,22.5
2018050920,-82.0
2018050921,-89.69
2018050922,-89.69
2018050923,-89.69
2018050924,-89.69
2018050925,-89.69
2018050926,-89.69
2018050927,-100.0
2018050928,-100.0
2018050929,-100.0
2018050930,-100.0
2018050931,-150.0
2018050932,-150.0
2018050933,-150.0
2018050934,-100.0
2018050935,-150.0
2018050936,-100.0
2018050937,-100.0
2018050938,-100.0
2018050939,-100.0
2018050940,-100.0
2018050941,-100.0
2018050942,-100.0
2018050943,-100.0
2018050944,-89.69
2018050945,-89.69
2018050946,-89.69
2018050947,5.0
2018050948,5.0
2018051001,-100.0
2018051002,-100.0
2018051003,-100.0
2018051004,-100.0
2018051005,-100.0
2018051006,-89.69
2018051007,-89.69
2018051008,-18.99
2018051009,8.0
2018051010,8.0
2018051011,8.0
2018051012,8.0
2018051013,8.0
2018051014,8.0
2018051015,8.0
2018051016,-150.0
2018051017,-150.0
2018051018,-150.0
2018051019,-150.0
2018051020,37.7
2018051021,37.7
2018051022,34.0
2018051023,36.5
2018051024,36.5
2018051025,36.5
2018051026,8.0
2018051027,-100.0
2018051028,-100.0
2018051029,8.0
2018051030,36.51
2018051031,36.75
2018051032,-150.0
2018051033,-150.0
2018051034,-150.0
2018051035,37.55
2018051036,38.9
2018051037,39.0
2018051038,39.0
2018051039,39.05
2018051040,39.05
2018051041,-150.0
2018051042,-150.0
2018051043,39.05
2018051044,-150.0
2018051045,-150.0
2018051046,10.0
2018051047,10.0
2018051048,-10.0
2018051101,22.5
2018051102,0.2
2018051103,22.5
2018051104,22.5
2018051105,22.5
2018051106,22.5
2018051107,22.5
2018051108,22.5
2018051109,-80.0
2018051110,-80.0
2018051111,-80.0
2018051112,-80.0
2018051113,-80.0
2018051114,-82.0
2018051115,-100.0
2018051116,-100.0
2018051117,-150.0
2018051118,-150.0
2018051119,-100.0
2018051120,-100.0
2018051121,-100.0
2018051122,-100.0
2018051123,-100.0
2018051124,-100.0
2018051125,-100.0
2018051126,-100.0
2018051127,-100.0
2018051128,-100.0
2018051129,-100.0
2018051130,-100.0
2018051131,-100.0
2018051132,-100.0
2018051133,-100.0
2018051134,-89.69
2018051135,-89.69
2018051136,-89.69
2018051137,-89.69
2018051138,-100.0
2018051139,-100.0
2018051140,-100.0
2018051141,-89.69
2018051142,-82.0
2018051143,-82.0
2018051144,-89.69
2018051145,-89.69
2018051146,-150.0
2018051147,22.5
2018051148,22.5
2018051201,10.0
2018051202,10.0
2018051203,22.5
2018051204,25.1
2018051205,24.55
2018051206,24.55
2018051207,10.0
2018051208,25.1
2018051209,25.1
2018051210,25.1
2018051211,25.1
2018051212,25.1
2018051213,0.2
2018051214,10.0
2018051215,10.0
2018051216,10.0
2018051217,33.0
2018051218,33.0
2018051219,33.0
2018051220,33.0
2018051221,0.0
2018051222,33.0
2018051223,33.0
2018051224,33.0
2018051225,33.0
2018051226,33.0
2018051227,33.0
2018051228,33.0
2018051229,20.0
2018051230,33.0
2018051231,33.0
2018051232,33.0
2018051233,33.0
2018051234,20.0
2018051235,-150.0
2018051236,33.0
2018051237,-150.0
2018051238,33.0
2018051239,40.5
2018051240,0.0
2018051241,0.0
2018051242,0.0
2018051243,0.0
2018051244,0.0
2018051245,40.35
2018051246,34.0
2018051247,23.21
2018051248,23.21
2018051301,10.0
2018051302,5.0
2018051303,5.0
2018051304,8.75
2018051305,5.0
2018051306,5.0
2018051307,8.75
2018051308,0.0
2018051309,0.0
2018051310,8.75
2018051311,8.75
2018051312,8.75
2018051313,8.81
2018051314,8.81
2018051315,10.0
2018051316,10.0
2018051317,10.0
2018051318,10.0
2018051319,-18.99
2018051320,-18.99
2018051321,-18.99
2018051322,19.14
2018051323,0.0
2018051324,33.0
2018051325,33.0
2018051326,33.0
2018051327,33.0
2018051328,-150.0
2018051329,33.0
2018051330,0.0
2018051331,22.5
2018051332,22.5
2018051333,0.0
2018051334,0.0
2018051335,-50.0
2018051336,10.0
2018051337,33.0
2018051338,33.0
2018051339,33.0
2018051340,33.0
2018051341,33.0
2018051342,33.0
2018051343,33.0
2018051344,33.0
2018051345,-50.0
2018051346,33.0
2018051347,20.91
2018051348,20.91
2018051401,10.0
2018051402,5.0
2018051403,10.0
2018051404,10.0
2018051405,5.0
2018051406,10.0
2018051407,13.92
2018051408,13.92
2018051409,0.0
2018051410,0.0
2018051411,0.0
2018051412,0.0
2018051413,33.0
2018051414,0.0
2018051415,8.0
2018051416,8.0
2018051417,33.0
2018051418,33.0
2018051419,33.0
2018051420,22.5
2018051421,22.5
2018051422,33.0
2018051423,33.0
2018051424,39.0
2018051425,30.0
2018051426,41.25
2018051427,41.25
2018051428,
2018051429,43.0
2018051430,40.01
2018051431,33.0
2018051432,33.0
2018051433,33.0
2018051434,33.0
2018051435,-50.0
2018051436,33.0
2018051437,33.0
2018051438,33.0
2018051439,33.0
2018051440,33.0
2018051441,41.5
2018051442,41.5
2018051443,5.0
2018051444,
2018051445,22.5
2018051446,22.5
2018051447,0.0
2018051448,5.0
2018051501,25.1
2018051502,25.1
2018051503,25.1
2018051504,25.1
2018051505,25.1
2018051506,25.1
2018051507,25.1
2018051508,25.1
2018051509,25.1
2018051510,25.1
2018051511,34.03
2018051512,34.03
2018051513,39.08
2018051514,36.0
2018051515,39.08
2018051516,30.0
2018051517,33.7
2018051518,33.7
2018051519,33.7
2018051520,33.7
2018051521,33.7
2018051522,33.7
2018051523,33.7
2018051524,33.7
2018051525,33.7
2018051526,33.7
2018051527,33.7
2018051528,33.7
2018051529,33.7
2018051530,33.7
2018051531,33.7
2018051532,33.7
2018051533,33.7
2018051534,33.7
2018051535,33.7
2018051536,33.7
2018051537,0.0
2018051538,-69.92
2018051539,-69.92
2018051540,-69.92
2018051541,30.0
2018051542,-50.0
2018051543,41.35
2018051544,0.01
2018051545,20.0
2018051546,0.0
2018051547,0.0
2018051548,18.5
2018051601,18.5
2018051602,10.0
2018051603,10.0
2018051604,10.0
2018051605,10.0
2018051606,10.0
2018051607,10.0
2018051608,10.0
2018051609,10.0
2018051610,10.0
2018051611,10.0
2018051612,10.0
2018051613,10.0
2018051614,10.0
2018051615,10.0
2018051616,18.5
2018051617,18.5
2018051618,18.5
2018051619,18.5
2018051620,18.5
2018051621,18.5
2018051622,18.5
2018051623,18.5
2018051624,18.5
2018051625,18.5
2018051626,18.5
2018051627,18.5
2018051628,18.5
2018051629,3.0
2018051630,3.0
2018051631,3.0
2018051632,3.0
2018051633,3.0
2018051634,3.0
2018051635,3.0
2018051636,3.0
2018051637,3.0
2018051638,3.0
2018051639,3.0
2018051640,3.0
2018051641,3.0
2018051642,3.0
2018051643,18.5
2018051644,-5.0
2018051645,18.5
2018051646,18.5
2018051647,3.0
2018051648,5.0
2018051701,-18.99
2018051702,-18.99
2018051703,-18.99
2018051704,-18.99
2018051705,-18.99
2018051706,-18.99
2018051707,-18.99
2018051708,-18.99
2018051709,-18.99
2018051710,-18.99
2018051711,-18.99
2018051712,-18.99
2018051713,-18.99
2018051714,-18.99
2018051715,33.0
2018051716,33.0
2018051717,33.0
2018051718,33.0
2018051719,33.0
2018051720,33.0
2018051721,33.0
2018051722,33.0
2018051723,33.0
2018051724,33.0
2018051725,33.0
2018051726,30.0
2018051727,33.0
2018051728,33.0
2018051729,33.0
2018051730,30.0
2018051731,33.0
2018051732,33.0
2018051733,33.0
2018051734,32.0
2018051735,32.0
2018051736,32.0
2018051737,33.0
2018051738,33.0
2018051739,33.0
2018051740,33.0
2018051741,33.0
2018051742,33.0
2018051743,33.0
2018051744,33.0
2018051745,33.0
2018051746,0.0
2018051747,5.0
2018051748,5.0
2018051801,-18.99
2018051802,-18.99
2018051803,-18.99
2018051804,-18.99
2018051805,-18.99
2018051806,-18.99
2018051807,-18.99
2018051808,-18.99
2018051809,-18.99
2018051810,-18.99
2018051811,-18.99
2018051812,-18.99
2018051813,-18.99
2018051814,-50.0
2018051815,33.0
2018051816,0.0
2018051817,33.0
2018051818,10.0
2018051819,33.0
2018051820,33.0
2018051821,33.0
2018051822,33.0
2018051823,28.0
2018051824,33.0
2018051825,33.0
2018051826,33.0
2018051827,33.0
2018051828,33.0
2018051829,33.0
2018051830,33.0
2018051831,33.0
2018051832,33.0
2018051833,33.0
2018051834,33.0
2018051835,33.0
2018051836,33.0
2018051837,33.0
2018051838,33.0
2018051839,33.0
2018051840,33.0
2018051841,33.0
2018051842,33.0
2018051843,33.0
2018051844,43.25
2018051845,43.3
2018051846,-150.0
2018051847,0.0
2018051848,5.0
2018051901,5.0
2018051902,9.0
2018051903,9.0
2018051904,-18.99
2018051905,-18.99
2018051906,-18.99
2018051907,-18.99
2018051908,-18.99
2018051909,-18.99
2018051910,-18.99
2018051911,-18.99
2018051912,-18.99
2018051913,-18.99
2018051914,-18.99
2018051915,-18.99
2018051916,-18.99
2018051917,-18.99
2018051918,-85.0
2018051919,-85.0
2018051920,-85.0
2018051921,-85.0
2018051922,-85.0
2018051923,-85.0
2018051924,-85.0
2018051925,-85.0
2018051926,-85.0
2018051927,-85.0
2018051928,-85.0
2018051929,-85.0
2018051930,-85.0
2018051931,-85.0
2018051932,-85.0
2018051933,-85.0
2018051934,-85.0
2018051935,-85.0
2018051936,-85.0
2018051937,-85.0
2018051938,-85.0
2018051939,-85.0
2018051940,-18.99
2018051941,-18.99
2018051942,-18.99
2018051943,-18.99
2018051944,-18.99
2018051945,-5.0
2018051946,-5.0
2018051947,-5.0
2018051948,-85.0
2018052001,-85.0
2018052002,-94.3
2018052003,-94.3
2018052004,-94.3
2018052005,-85.0
2018052006,-85.0
2018052007,-85.0
2018052008,-85.0
2018052009,-85.0
2018052010,-85.0
2018052011,-85.0
2018052012,-85.0
2018052013,-85.0
2018052014,-85.0
2018052015,-85.0
2018052016,-85.0
2018052017,-85.0
2018052018,-85.0
2018052019,-85.0
2018052020,-85.0
2018052021,-85.0
2018052022,-85.0
2018052023,-85.0
2018052024,-85.0
2018052025,-85.0
2018052026,-85.0
2018052027,-85.0
2018052028,-85.0
2018052029,-85.0
2018052030,-85.0
2018052031,-85.0
2018052032,-85.0
2018052033,-85.0
2018052034,-85.0
2018052035,-85.0
2018052036,-85.0
2018052037,-18.99
2018052038,42.55
2018052039,-18.99
2018052040,-18.99
2018052041,-18.99
2018052042,-18.99
2018052043,-18.99
2018052044,-18.99
2018052045,-18.99
2018052046,-150.0
2018052047,-7.0
2018052048,-7.0
2018052101,-7.0
2018052102,-7.0
2018052103,-7.0
2018052104,-7.0
2018052105,-7.0
2018052106,-7.0
2018052107,-7.0
2018052108,-7.0
2018052109,-7.0
2018052110,-7.0
2018052111,-7.0
2018052112,-7.0
2018052113,-150.0
2018052114,11.0
2018052115,11.0
2018052116,42.56
2018052117,
2018052118,41.4
2018052119,41.4
2018052120,41.6
2018052121,41.6
2018052122,41.4
2018052123,33.0
2018052124,33.0
2018052125,41.35
2018052126,41.5
2018052127,42.2
2018052128,42.2
2018052129,-18.99
2018052130,42.3
2018052131,42.64
2018052132,41.5
2018052133,41.5
2018052134,41.5
2018052135,41.5
2018052136,41.5
2018052137,41.5
2018052138,40.0
2018052139,30.0
2018052140,-50.0
2018052141,42.66
2018052142,42.66
2018052143,0.0
2018052144,0.0
2018052145,0.0
2018052146,0.0
2018052147,-5.0
2018052148,-5.0
2018052201,-5.0
2018052202,-5.0
2018052203,-5.0
2018052204,-5.0
2018052205,-5.0
2018052206,-5.0
2018052207,-5.0
2018052208,-100.0
2018052209,-20.0
2018052210,-20.0
2018052211,-5.0
2018052212,-5.0
2018052213,-150.0
2018052214,-5.0
2018052215,10.0
2018052216,1.0
2018052217,-10.0
2018052218,-10.0
2018052219,-157.67
2018052220,-157.67
2018052221,-157.67
2018052222,-180.98
2018052223,-180.98
2018052224,-157.67
2018052225,-10.0
2018052226,-10.0
2018052227,-10.0
2018052228,-10.0
2018052229,-10.0
2018052230,-10.0
2018052231,-10.0
2018052232,-10.0
2018052233,40.92
2018052234,40.92
2018052235,40.92
2018052236,11.0
2018052237,11.0
2018052238,40.92
2018052239,40.92
2018052240,40.92
2018052241,40.92
2018052242,11.0
2018052243,11.0
2018052244,40.92
2018052245,40.92
2018052246,-150.0
2018052247,-18.99
2018052248,-18.99
2018052301,-180.98
2018052302,-180.98
2018052303,-180.98
2018052304,-180.98
2018052305,-180.98
2018052306,-180.98
2018052307,-180.98
2018052308,-180.98
2018052309,-180.98
2018052310,-180.98
2018052311,-180.98
2018052312,-180.98
2018052313,-18.99
2018052314,-18.99
2018052315,36.0
2018052316,42.7
2018052317,43.25
2018052318,40.0
2018052319,0.0
2018052320,0.0
2018052321,0.0
2018052322,-18.99
2018052323,42.7
2018052324,42.7
2018052325,42.9
2018052326,40.0
2018052327,36.0
2018052328,40.0
2018052329,41.35
2018052330,36.0
2018052331,36.0
2018052332,42.8
2018052333,43.05
2018052334,43.28
2018052335,43.3
2018052336,43.3
2018052337,43.33
2018052338,36.0
2018052339,36.0
2018052340,43.4
2018052341,36.0
2018052342,36.0
2018052343,43.05
2018052344,43.05
2018052345,43.05
2018052346,11.0
2018052347,-18.99
2018052348,-18.99
2018052401,-7.0
2018052402,-7.0
2018052403,-7.0
2018052404,-7.0
2018052405,-7.0
2018052406,-7.0
2018052407,-7.0
2018052408,-7.0
2018052409,-7.0
2018052410,-7.0
2018052411,-18.99
2018052412,-7.0
2018052413,-18.99
2018052414,-18.99
2018052415,11.0
2018052416,37.0
2018052417,42.75
2018052418,0.0
2018052419,43.41
2018052420,43.41
2018052421,43.5
2018052422,42.0
2018052423,-50.0
2018052424,-50.0
2018052425,42.75
2018052426,43.55
2018052427,43.5
2018052428,-18.99
2018052429,-18.99
2018052430,-18.99
2018052431,43.75
2018052432,11.0
2018052433,42.75
2018052434,42.75
2018052435,0.0
2018052436,42.75
2018052437,42.75
2018052438,42.75
2018052439,42.75
2018052440,42.75
2018052441,43.68
2018052442,43.68
2018052443,43.67
2018052444,0.15
2018052445,43.5
2018052446,43.68
2018052447,-5.5
2018052448,-5.5
2018052501,-5.5
2018052502,-5.5
2018052503,-5.5
2018052504,-5.5
2018052505,-5.5
2018052506,-5.5
2018052507,-5.5
2018052508,-5.5
2018052509,-5.5
2018052510,-5.5
2018052511,-5.5
2018052512,-150.0
2018052513,-5.5
2018052514,-5.5
2018052515,29.95
2018052516,40.0
2018052517,43.38
2018052518,43.75
2018052519,43.1
2018052520,0.0
2018052521,43.1
2018052522,0.0
2018052523,30.0
2018052524,23.5
2018052525,23.5
2018052526,-2.0
2018052527,-2.0
2018052528,-2.0
2018052529,-72.13
2018052530,-72.13
2018052531,-18.99
2018052532,23.5
2018052533,23.5
2018052534,-50.0
2018052535,-72.13
2018052536,-72.13
2018052537,-50.0
2018052538,-69.94
2018052539,-72.13
2018052540,-72.13
2018052541,-72.13
2018052542,-72.13
2018052543,-72.13
2018052544,-72.68
2018052545,-72.68
2018052546,-72.68
2018052547,-82.0
2018052548,-82.0
2018052601,-82.0
2018052602,-82.0
2018052603,-85.0
2018052604,-87.38
2018052605,-87.38
2018052606,-87.38
2018052607,-85.0
2018052608,-72.13
2018052609,-72.13
2018052610,-72.13
2018052611,-72.13
2018052612,-72.13
2018052613,-72.13
2018052614,-88.0
2018052615,-88.0
2018052616,-88.0
2018052617,-99.5
2018052618,-99.5
2018052619,-99.5
2018052620,-72.68
2018052621,-72.68
2018052622,-72.13
2018052623,-72.68
2018052624,-72.68
2018052625,-130.0
2018052626,-130.0
2018052627,-130.0
2018052628,-130.0
2018052629,-130.0
2018052630,-130.0
2018052631,-130.0
2018052632,-130.0
2018052633,-130.0
2018052634,-72.13
2018052635,33.5
2018052636,34.21
2018052637,34.21
2018052638,34.21
2018052639,34.5
2018052640,34.5
2018052641,34.5
2018052642,34.5
2018052643,34.5
2018052644,34.5
2018052645,-50.0
2018052646,34.5
2018052647,-18.99
2018052648,-49.0
2018052701,-69.94
2018052702,-82.93
2018052703,-82.93
2018052704,-85.0
2018052705,-85.0
2018052706,-85.0
2018052707,-85.0
2018052708,-72.13
2018052709,0.46
2018052710,0.46
2018052711,-44.0
2018052712,-44.0
2018052713,-44.0
2018052714,-44.0
2018052715,7.78
2018052716,-50.0
2018052717,-50.0
2018052718,0.2
2018052719,0.0
2018052720,16.56
2018052721,16.56
2018052722,16.56
2018052723,16.56
2018052724,16.56
2018052725,16.56
2018052726,-18.99
2018052727,18.06
2018052728,18.06
2018052729,18.06
2018052730,18.06
2018052731,18.06
2018052732,0.0
2018052733,-68.35
2018052734,0.2
2018052735,33.55
2018052736,-18.99
2018052737,-18.99
2018052738,-18.99
2018052739,-65.0
2018052740,40.25
2018052741,40.25
2018052742,-18.99
2018052743,-18.99
2018052744,-18.99
2018052745,-18.99
2018052746,-18.99
2018052747,-18.99
2018052748,-18.99
2018052801,-18.99
2018052802,-18.99
2018052803,-18.99
2018052804,-18.99
2018052805,-18.99
2018052806,-18.99
2018052807,-18.99
2018052808,-18.99
2018052809,-18.99
2018052810,-18.99
2018052811,-18.99
2018052812,-18.99
2018052813,-18.99
2018052814,-18.99
2018052815,-18.99
2018052816,-18.99
2018052817,-18.99
2018052818,-18.99
2018052819,39.45
2018052820,42.25
2018052821,42.25
2018052822,39.45
2018052823,39.45
2018052824,38.6
2018052825,11.0
2018052826,11.0
2018052827,41.1
2018052828,41.0
2018052829,38.6
2018052830,36.0
2018052831,36.0
2018052832,35.0
2018052833,35.0
2018052834,35.0
2018052835,35.0
2018052836,35.0
2018052837,35.0
2018052838,0.0
2018052839,0.0
2018052840,38.55
2018052841,0.0
2018052842,0.0
2018052843,38.55
2018052844,38.55
2018052845,28.0
2018052846,35.75
2018052847,26.26
2018052848,-18.99
2018052901,-18.99
2018052902,-18.99
2018052903,-18.99
2018052904,-18.99
2018052905,-18.99
2018052906,-18.99
2018052907,-18.99
2018052908,-18.99
2018052909,-18.99
2018052910,-18.99
2018052911,-18.99
2018052912,-18.99
2018052913,-18.99
2018052914,-18.99
2018052915,-50.0
2018052916,33.0
2018052917,-50.0
2018052918,38.55
2018052919,38.55
2018052920,35.75
2018052921,35.75
2018052922,35.0
2018052923,35.0
2018052924,35.75
2018052925,35.75
2018052926,35.75
2018052927,-18.99
2018052928,-18.99
2018052929,35.75
2018052930,35.75
2018052931,-50.0
2018052932,35.0
2018052933,35.0
2018052934,35.0
2018052935,-50.0
2018052936,35.0
2018052937,35.0
2018052938,35.0
2018052939,-50.0
2018052940,-50.0
2018052941,-50.0
2018052942,33.55
2018052943,33.55
2018052944,33.55
2018052945,35.0
2018052946,11.0
2018052947,-7.0
2018052948,-7.0
2018053001,-7.0
2018053002,-7.0
2018053003,-7.0
2018053004,-7.0
2018053005,-7.0
2018053006,-7.0
2018053007,-7.0
2018053008,-7.0
2018053009,-7.0
2018053010,-7.0
2018053011,-7.0
2018053012,-150.0
2018053013,-7.0
2018053014,0.0
2018053015,0.0
2018053016,35.0
2018053017,35.0
2018053018,35.75
2018053019,35.0
2018053020,35.0
2018053021,35.0
2018053022,35.0
2018053023,35.0
2018053024,35.0
2018053025,35.0
2018053026,-50.0
2018053027,-50.0
2018053028,35.0
2018053029,35.0
2018053030,35.75
2018053031,35.75
2018053032,-50.0
2018053033,-50.0
2018053034,0.0
2018053035,0.0
2018053036,0.0
2018053037,35.75
2018053038,0.0
2018053039,35.75
2018053040,-50.0
2018053041,-50.0
2018053042,35.75
2018053043,35.0
2018053044,-50.0
2018053045,35.0
2018053046,35.0
2018053047,23.5
2018053048,34.5
2018053101,20.98
2018053102,20.98
2018053103,20.98
2018053104,20.98
2018053105,-8.1
2018053106,-8.1
2018053107,-8.1
2018053108,-8.1
2018053109,-8.1
2018053110,-8.1
2018053111,-8.1
2018053112,-150.0
2018053113,-2.0
2018053114,10.0
2018053115,36.0
2018053116,34.5
2018053117,36.0
2018053118,-50.0
2018053119,-50.0
2018053120,36.0
2018053121,36.0
2018053122,36.0
2018053123,36.0
2018053124,36.0
2018053125,36.0
2018053126,36.0
2018053127,36.0
2018053128,36.0
2018053129,36.0
2018053130,36.0
2018053131,36.0
2018053132,36.0
2018053133,36.0
2018053134,36.0
2018053135,36.0
2018053136,-50.0
2018053137,36.0
2018053138,36.0
2018053139,36.0
2018053140,36.0
2018053141,11.0
2018053142,-50.0
2018053143,36.0
2018053144,36.0
2018053145,36.0
2018053146,36.0
2018053147,0.0
2018053148,34.5
2018060101,22.1
2018060102,11.0
2018060103,22.1
2018060104,22.1
2018060105,22.1
2018060106,22.1
2018060107,22.1
2018060108,22.1
2018060109,22.1
2018060110,-18.99
2018060111,22.1
