,index,DA_margin,DA_imb
38339,2018030936,12096,1256
38340,2018030937,11381,586
38341,2018030938,11147,728
38342,2018030939,12323,1167
38343,2018030940,14025,1350
38344,2018030941,15808,1460
38345,2018030942,17831,1319
38346,2018030943,19479,1151
38347,2018030944,21612,1332
38348,2018030945,21874,1730
38349,2018030946,23923,2051
38350,2018030947,25062,1792
38351,2018030948,25142,1184
38352,201803101,25290,1469
38353,201803102,25181,1336
38354,201803103,25652,1941
38355,201803104,25955,1974
38356,201803105,26463,2261
38357,201803106,26631,2394
38358,201803107,27032,2102
38359,201803108,26873,2443
38360,201803109,27072,2584
38361,2018031010,27069,2726
38362,2018031011,26634,1913
38363,2018031012,26440,1405
38364,2018031013,25954,1200
38365,2018031014,25808,1125
38366,2018031015,25045,1396
38367,2018031016,24147,626
38368,2018031017,22538,930
38369,2018031018,21645,1414
38370,2018031019,21094,1699
38371,2018031020,20877,1604
38372,2018031021,20213,1029
38373,2018031022,19504,442
38374,2018031023,19857,888
38375,2018031024,20163,1143
38376,2018031025,20873,1887
38377,2018031026,21419,2114
38378,2018031027,21526,2099
38379,2018031028,22183,2418
38380,2018031029,22591,2206
38381,2018031030,22665,1747
38382,2018031031,22519,1359
38383,2018031032,21323,643
38384,2018031033,21015,1330
38385,2018031034,20150,1712
38386,2018031035,18896,1758
38387,2018031036,18124,2082
38388,2018031037,15805,503
38389,2018031038,15649,529
38390,2018031039,16444,773
38391,2018031040,17574,1267
38392,2018031041,18728,1280
38393,2018031042,20445,1379
38394,2018031043,21918,1656
38395,2018031044,23044,1856
38396,2018031045,23934,1788
38397,2018031046,25408,1988
38398,2018031047,24809,576
38399,2018031048,25114,229
38400,201803111,24720,258
38401,201803112,24252,-63
38402,201803113,24380,207
38403,201803114,24752,599
38404,201803115,24649,553
38405,201803116,24488,347
38406,201803117,24843,237
38407,201803118,25296,290
38408,201803119,25449,256
38409,2018031110,25532,5
38410,2018031111,27815,1844
38411,2018031112,27617,1763
38412,2018031113,26987,1039
38413,2018031114,27391,1364
38414,2018031115,27373,2041
38415,2018031116,27070,2286
38416,2018031117,25813,2447
38417,2018031118,24668,2249
38418,2018031119,23187,1822
38419,2018031120,22217,1884
38420,2018031121,21925,1491
38421,2018031122,21320,1599
38422,2018031123,20597,1535
38423,2018031124,20069,1134
38424,2018031125,21044,2249
38425,2018031126,21395,2251
38426,2018031127,21448,2108
38427,2018031128,21502,2187
38428,2018031129,21925,2362
38429,2018031130,21711,2405
38430,2018031131,21436,2507
38431,2018031132,20964,2286
38432,2018031133,20002,1753
38433,2018031134,18398,1284
38434,2018031135,16674,838
38435,2018031136,16409,1497
38436,2018031137,15154,717
38437,2018031138,14559,479
38438,2018031139,15423,969
38439,2018031140,16683,1264
38440,2018031141,18206,1193
38441,2018031142,19916,1679
38442,2018031143,21323,1772
38443,2018031144,23178,2209
38444,2018031145,24610,1998
38445,2018031146,27811,2555
38446,2018031147,29141,1556
38447,2018031148,29309,1646
38448,201803121,29055,1728
38449,201803122,28669,1418
38450,201803123,28604,1273
38451,201803124,29453,1640
38452,201803125,29788,1757
38453,201803126,29621,1374
38454,201803127,30061,1552
38455,201803128,30573,1833
38456,201803129,30643,1868
38457,2018031210,29947,1802
38458,2018031211,29589,2081
38459,2018031212,28548,2029
38460,2018031213,26261,1975
38461,2018031214,23823,2818
38462,2018031215,19583,1690
38463,2018031216,17909,1650
38464,2018031217,17111,1613
38465,2018031218,16949,1759
38466,2018031219,16665,1182
38467,2018031220,16439,594
38468,2018031221,16522,931
38469,2018031222,16765,811
38470,2018031223,16600,1138
38471,2018031224,16454,832
38472,2018031225,16890,1024
38473,2018031226,16806,976
38474,2018031227,16848,856
38475,2018031228,16877,483
38476,2018031229,16954,464
38477,2018031230,17633,674
38478,2018031231,17344,1867
38479,2018031232,16709,1647
38480,2018031233,15830,932
38481,2018031234,14561,958
38482,2018031235,14530,1452
38483,2018031236,13881,1411
38484,2018031237,13187,1253
38485,2018031238,12937,687
38486,2018031239,13409,678
38487,2018031240,15140,840
38488,2018031241,16487,926
38489,2018031242,18601,1088
38490,2018031243,20613,861
38491,2018031244,23018,1096
38492,2018031245,24237,722
38493,2018031246,26388,1383
38494,2018031247,28275,1982
38495,2018031248,28746,1441
38496,201803131,27930,1592
38497,201803132,27724,1398
38498,201803133,27878,1690
38499,201803134,28383,1961
38500,201803135,28646,1894
38501,201803136,28640,1615
38502,201803137,28823,1847
38503,201803138,29298,2272
38504,201803139,29006,2150
38505,2018031310,28940,2202
38506,2018031311,28208,2122
38507,2018031312,27627,1614
38508,2018031313,25569,2604
38509,2018031314,22785,3358
38510,2018031315,19267,3738
38511,2018031316,17688,2604
38512,2018031317,16885,2243
38513,2018031318,16956,2389
38514,2018031319,16602,2392
38515,2018031320,16635,1757
38516,2018031321,16845,1767
38517,2018031322,17332,2149
38518,2018031323,17984,2118
38519,2018031324,18178,2229
38520,2018031325,18708,2256
38521,2018031326,19587,3027
38522,2018031327,19565,2870
38523,2018031328,19766,2988
38524,2018031329,19795,2597
38525,2018031330,19813,2827
38526,2018031331,18896,2795
38527,2018031332,18012,2781
38528,2018031333,17077,3276
38529,2018031334,15840,3096
38530,2018031335,14474,1987
38531,2018031336,13450,1800
38532,2018031337,12667,1544
38533,2018031338,10989,-160
38534,2018031339,11634,104
38535,2018031340,12830,363
38536,2018031341,14142,492
38537,2018031342,16344,1400
38538,2018031343,19077,1344
38539,2018031344,21239,1440
38540,2018031345,23412,1596
38541,2018031346,25667,1745
38542,2018031347,27307,322
38543,2018031348,27599,-247
38544,201803141,28613,713
38545,201803142,28649,675
38546,201803143,28974,886
38547,201803144,29654,1104
38548,201803145,29798,540
38549,201803146,30280,206
38550,201803147,30969,-251
38551,201803148,31891,-306
38552,201803149,32153,-323
38553,2018031410,32559,-274
38554,2018031411,31829,-372
38555,2018031412,30781,-63
38556,2018031413,26952,-334
38557,2018031414,25130,198
38558,2018031415,23194,-126
38559,2018031416,22534,-484
38560,2018031417,22699,-100
38561,2018031418,23075,1184
38562,2018031419,23193,1639
38563,2018031420,23685,2249
38564,2018031421,24381,1584
38565,2018031422,24527,1459
38566,2018031423,24098,1334
38567,2018031424,24615,1174
38568,2018031425,24714,779
38569,2018031426,25842,1666
38570,2018031427,25687,1268
38571,2018031428,26076,1295
38572,2018031429,25820,847
38573,2018031430,26139,1551
38574,2018031431,27102,3340
38575,2018031432,26511,3294
38576,2018031433,25550,2532
38577,2018031434,24149,1922
38578,2018031435,22787,2338
38579,2018031436,21540,2045
38580,2018031437,21317,1654
38581,2018031438,19489,696
38582,2018031439,19847,620
38583,2018031440,20712,618
38584,2018031441,21892,-297
38585,2018031442,23316,-150
38586,2018031443,25027,-1101
38587,2018031444,27402,-1426
38588,2018031445,28664,-1270
38589,2018031446,30845,-815
38590,2018031447,31306,-2170
38591,2018031448,31741,-2267
38592,201803151,32100,-1992
38593,201803152,32917,-1479
38594,201803153,32445,-1716
38595,201803154,33303,-1782
38596,201803155,33062,-1837
38597,201803156,33576,-1750
38598,201803157,33755,-1503
38599,201803158,33909,-1189
38600,201803159,34080,-947
38601,2018031510,33730,-1199
38602,2018031511,33310,-1256
38603,2018031512,31872,-1624
38604,2018031513,30403,-1775
38605,2018031514,28055,-701
38606,2018031515,24782,1392
38607,2018031516,23170,1755
38608,2018031517,23197,1815
38609,2018031518,23202,1789
38610,2018031519,22511,1338
38611,2018031520,22363,1234
38612,2018031521,22446,1320
38613,2018031522,21994,1369
38614,2018031523,22086,1525
38615,2018031524,21897,1357
38616,2018031525,21085,796
38617,2018031526,21171,1095
38618,2018031527,20586,499
38619,2018031528,20240,319
38620,2018031529,20354,292
38621,2018031530,20227,687
38622,2018031531,20022,912
38623,2018031532,19325,629
38624,2018031533,18910,912
38625,2018031534,17956,1072
38626,2018031535,17067,745
38627,2018031536,16863,473
38628,2018031537,16190,1008
38629,2018031538,15795,1049
38630,2018031539,16016,993
38631,2018031540,16898,636
38632,2018031541,18015,890
38633,2018031542,19665,658
38634,2018031543,21344,928
38635,2018031544,23101,1814
38636,2018031545,26011,2121
38637,2018031546,28117,1583
38638,2018031547,29667,1598
38639,2018031548,30562,2304
38640,201803161,30268,1616
38641,201803162,29412,877
38642,201803163,29933,1257
38643,201803164,30534,1762
38644,201803165,31120,1979
38645,201803166,31486,1889
38646,201803167,32335,2102
38647,201803168,32340,1924
38648,201803169,32626,2314
38649,2018031610,32657,2435
38650,2018031611,32847,2362
38651,2018031612,30911,1615
38652,2018031613,28837,1879
38653,2018031614,26575,2937
38654,2018031615,23272,2752
38655,2018031616,22019,2573
38656,2018031617,21076,1634
38657,2018031618,21265,1918
38658,2018031619,21264,1565
38659,2018031620,21101,1863
38660,2018031621,21528,2310
38661,2018031622,22023,2486
38662,2018031623,22526,2263
38663,2018031624,22422,2005
38664,2018031625,23129,2855
38665,2018031626,23418,2787
38666,2018031627,24128,2663
38667,2018031628,23673,2027
38668,2018031629,23499,2411
38669,2018031630,23644,2722
38670,2018031631,22794,2225
38671,2018031632,22608,2202
38672,2018031633,22137,2528
38673,2018031634,20903,2038
38674,2018031635,20539,2248
38675,2018031636,19777,2144
38676,2018031637,19255,2061
38677,2018031638,17348,565
38678,2018031639,18287,667
38679,2018031640,19915,1347
38680,2018031641,22290,2341
38681,2018031642,24347,2423
38682,2018031643,25879,1615
38683,2018031644,27848,1781
38684,2018031645,28557,1977
38685,2018031646,29981,1751
38686,2018031647,31226,1211
38687,2018031648,32707,1917
38688,201803171,31365,1217
38689,201803172,30817,748
38690,201803173,30924,833
38691,201803174,31528,1449
38692,201803175,32060,1643
38693,201803176,32474,1885
38694,201803177,32681,1483
38695,201803178,32781,1783
38696,201803179,33321,1746
38697,2018031710,33262,1671
38698,2018031711,32148,1136
38699,2018031712,32622,1655
38700,2018031713,31057,878
38701,2018031714,30687,2244
38702,2018031715,29069,2130
38703,2018031716,27619,2433
38704,2018031717,26715,2366
38705,2018031718,24300,1714
38706,2018031719,24094,1754
38707,2018031720,24514,2340
38708,2018031721,24438,2514
38709,2018031722,24274,2709
38710,2018031723,24371,3579
38711,2018031724,24349,3664
38712,2018031725,24482,3427
38713,2018031726,24965,3890
38714,2018031727,24073,2474
38715,2018031728,24156,2275
38716,2018031729,25068,2680
38717,2018031730,24743,3066
38718,2018031731,25029,2603
38719,2018031732,24993,3117
38720,2018031733,23974,3327
38721,2018031734,23010,3431
38722,2018031735,21606,3379
38723,2018031736,19614,2200
38724,2018031737,17771,1937
38725,2018031738,17651,1928
38726,2018031739,18246,1950
38727,2018031740,19215,2383
38728,2018031741,20201,2768
38729,2018031742,21487,2789
38730,2018031743,22338,1902
38731,2018031744,23868,1785
38732,2018031745,25388,1918
38733,2018031746,27548,1739
38734,2018031747,26812,-985
38735,2018031748,28031,-373
38736,201803181,28497,-147
38737,201803182,28207,-858
38738,201803183,28316,-1605
38739,201803184,28491,-1437
38740,201803185,29039,-924
38741,201803186,29290,-974
38742,201803187,29800,-1069
38743,201803188,30484,-805
38744,201803189,31006,-675
38745,2018031810,31425,-347
38746,2018031811,31568,5
38747,2018031812,31312,-178
38748,2018031813,30504,-957
38749,2018031814,30232,-1012
38750,2018031815,29866,-440
38751,2018031816,29356,-143
38752,2018031817,27984,235
38753,2018031818,26242,-323
38754,2018031819,24675,-266
38755,2018031820,23669,-250
38756,2018031821,22929,5
38757,2018031822,22754,450
38758,2018031823,22567,707
38759,2018031824,21746,-3
38760,2018031825,21683,-10
38761,2018031826,21790,125
38762,2018031827,18951,-2579
38763,2018031828,18999,-2478
38764,2018031829,18602,-2483
38765,2018031830,18615,-2550
38766,2018031831,18717,-2833
38767,2018031832,18237,-2882
38768,2018031833,17923,-2494
38769,2018031834,16949,-2081
38770,2018031835,15957,-1775
38771,2018031836,15228,-2768
38772,2018031837,14493,-2727
38773,2018031838,14867,-2204
38774,2018031839,15410,-1870
38775,2018031840,16156,-1732
38776,2018031841,17865,-1973
38777,2018031842,19293,-1846
38778,2018031843,20802,-2011
38779,2018031844,23234,-1404
38780,2018031845,25037,-1619
38781,2018031846,26315,-2128
38782,2018031847,28487,-2262
38783,2018031848,29256,-2423
38784,201803191,29938,-2343
38785,201803192,29402,-2155
38786,201803193,28755,-2246
38787,201803194,29041,-1998
38788,201803195,29889,-2017
38789,201803196,29624,-2509
38790,201803197,29560,-2527
38791,201803198,30053,-2277
38792,201803199,30165,-2138
38793,2018031910,30237,-1939
38794,2018031911,29895,-1323
38795,2018031912,28926,-1246
38796,2018031913,26267,-1731
38797,2018031914,24385,-672
38798,2018031915,20790,616
38799,2018031916,18920,706
38800,2018031917,18448,-43
38801,2018031918,18769,215
38802,2018031919,19183,445
38803,2018031920,19218,717
38804,2018031921,20410,1176
38805,2018031922,20118,1216
38806,2018031923,20208,1032
38807,2018031924,20331,454
38808,2018031925,20120,356
38809,2018031926,20270,387
38810,2018031927,20073,-11
38811,2018031928,20178,-285
38812,2018031929,21900,693
38813,2018031930,21485,-164
38814,2018031931,20607,-1063
38815,2018031932,18848,-938
38816,2018031933,18964,590
38817,2018031934,17105,949
38818,2018031935,15650,944
38819,2018031936,14973,387
38820,2018031937,13826,150
38821,2018031938,13562,315
38822,2018031939,14977,1546
38823,2018031940,16011,1512
38824,2018031941,17176,1751
38825,2018031942,18712,1312
38826,2018031943,20104,963
38827,2018031944,22629,1428
38828,2018031945,25110,1294
38829,2018031946,27146,1344
38830,2018031947,28617,1049
38831,2018031948,30272,968
38832,201803201,29588,497
38833,201803202,28737,-22
38834,201803203,29033,213
38835,201803204,29675,457
38836,201803205,30043,356
38837,201803206,30273,302
38838,201803207,30865,-154
38839,201803208,30436,-311
38840,201803209,30592,-118
38841,2018032010,30961,464
38842,2018032011,30159,462
38843,2018032012,29217,424
38844,2018032013,25710,-777
38845,2018032014,23361,27
38846,2018032015,19364,216
38847,2018032016,18516,220
38848,2018032017,19438,1096
38849,2018032018,19810,1066
38850,2018032019,19809,985
38851,2018032020,20315,1457
38852,2018032021,21578,1886
38853,2018032022,21616,1416
38854,2018032023,21884,1146
38855,2018032024,22331,1511
38856,2018032025,22016,1387
38857,2018032026,21965,1650
38858,2018032027,21591,1795
38859,2018032028,21653,1798
38860,2018032029,21270,1626
38861,2018032030,20988,1688
38862,2018032031,20179,1256
38863,2018032032,19280,948
38864,2018032033,17772,1147
38865,2018032034,16305,1338
38866,2018032035,14813,1308
38867,2018032036,13265,419
38868,2018032037,11605,-466
38869,2018032038,11521,-151
38870,2018032039,12627,599
38871,2018032040,13513,676
38872,2018032041,14579,288
38873,2018032042,16019,62
38874,2018032043,17898,506
38875,2018032044,20279,949
38876,2018032045,22528,839
38877,2018032046,24512,927
38878,2018032047,26797,442
38879,2018032048,28088,695
38880,201803211,28556,763
38881,201803212,27712,521
38882,201803213,27570,162
38883,201803214,28007,384
38884,201803215,28324,738
38885,201803216,28416,528
38886,201803217,28927,267
38887,201803218,29195,284
38888,201803219,29369,377
38889,2018032110,29498,1065
38890,2018032111,28030,1824
38891,2018032112,26734,1354
38892,2018032113,23178,-510
38893,2018032114,20759,-35
38894,2018032115,18993,-280
38895,2018032116,18285,-319
38896,2018032117,18217,-219
38897,2018032118,19016,260
38898,2018032119,19407,248
38899,2018032120,19322,49
38900,2018032121,19002,-863
38901,2018032122,19879,-44
38902,2018032123,20148,315
38903,2018032124,20173,-255
38904,2018032125,20205,-693
38905,2018032126,22466,961
38906,2018032127,23946,1866
38907,2018032128,24196,1820
38908,2018032129,24236,1829
38909,2018032130,24193,2029
38910,2018032131,23372,2227
38911,2018032132,23315,2876
38912,2018032133,22131,3120
38913,2018032134,20085,2016
38914,2018032135,18272,1462
38915,2018032136,17695,961
38916,2018032137,16028,577
38917,2018032138,15492,554
38918,2018032139,16718,1474
38919,2018032140,18005,1906
38920,2018032141,18458,1327
38921,2018032142,19678,829
38922,2018032143,22641,1090
38923,2018032144,25170,958
38924,2018032145,26538,791
38925,2018032146,28615,942
38926,2018032147,30647,394
38927,2018032148,31251,74
38928,201803221,32125,328
38929,201803222,32808,1025
38930,201803223,32359,780
38931,201803224,32846,1294
38932,201803225,33362,1660
38933,201803226,33410,1546
38934,201803227,34525,1966
38935,201803228,34309,2269
38936,201803229,34074,2065
38937,2018032210,34172,2353
38938,2018032211,31111,1366
38939,2018032212,29891,2671
38940,2018032213,26926,2117
38941,2018032214,24572,3341
38942,2018032215,20903,1812
38943,2018032216,19282,1257
38944,2018032217,18656,1135
38945,2018032218,18978,1611
38946,2018032219,19308,1833
38947,2018032220,19778,2127
38948,2018032221,20014,2043
38949,2018032222,20168,1431
38950,2018032223,21054,2059
38951,2018032224,20812,1823
38952,2018032225,20062,1294
38953,2018032226,20034,1337
38954,2018032227,20441,1758
38955,2018032228,20636,2187
38956,2018032229,21113,2872
38957,2018032230,20629,2119
38958,2018032231,20408,2814
38959,2018032232,19884,3153
38960,2018032233,18402,2522
38961,2018032234,17209,1544
38962,2018032235,16898,1393
38963,2018032236,16036,801
38964,2018032237,14850,893
38965,2018032238,14688,858
38966,2018032239,17589,2294
38967,2018032240,18270,2046
38968,2018032241,18539,1255
38969,2018032242,20171,381
38970,2018032243,23400,302
38971,2018032244,25630,75
38972,2018032245,27670,673
38973,2018032246,29582,605
38974,2018032247,31185,281
38975,2018032248,32048,894
38976,201803231,32378,1129
38977,201803232,31347,188
38978,201803233,31257,374
38979,201803234,31538,778
38980,201803235,31771,614
38981,201803236,31930,423
38982,201803237,32255,416
38983,201803238,32458,362
38984,201803239,32812,661
38985,2018032310,33188,808
38986,2018032311,32473,295
38987,2018032312,31831,688
38988,2018032313,29690,311
38989,2018032314,28105,1635
38990,2018032315,24601,668
38991,2018032316,23514,-469
38992,2018032317,22438,40
38993,2018032318,22492,492
38994,2018032319,23013,895
38995,2018032320,23151,1246
38996,2018032321,23076,700
38997,2018032322,23367,981
38998,2018032323,24170,1687
38999,2018032324,23903,1576
39000,2018032325,24823,1845
39001,2018032326,24596,1422
39002,2018032327,25154,1499
39003,2018032328,25407,1285
39004,2018032329,25446,1636
39005,2018032330,25194,2412
39006,2018032331,23417,1663
39007,2018032332,22692,2377
39008,2018032333,20624,2552
39009,2018032334,18053,1942
39010,2018032335,18378,3083
39011,2018032336,16859,2666
39012,2018032337,16549,3065
39013,2018032338,14508,1082
39014,2018032339,13898,922
39015,2018032340,14441,1244
39016,2018032341,15726,994
39017,2018032342,16347,1012
39018,2018032343,17079,846
39019,2018032344,18925,1445
39020,2018032345,20805,1409
39021,2018032346,22566,1254
39022,2018032347,23097,946
39023,2018032348,23831,873
39024,201803241,24653,1541
39025,201803242,24380,1258
39026,201803243,23989,923
39027,201803244,24275,1248
39028,201803245,24857,1611
39029,201803246,25121,1539
39030,201803247,25740,1513
39031,201803248,26478,1931
39032,201803249,26675,1815
39033,2018032410,26654,1473
39034,2018032411,26536,1440
39035,2018032412,26327,1224
39036,2018032413,26005,1231
39037,2018032414,25478,1313
39038,2018032415,23944,2142
39039,2018032416,22662,2171
39040,2018032417,20970,1593
39041,2018032418,19492,1714
39042,2018032419,18132,1416
39043,2018032420,17575,1364
39044,2018032421,17331,1196
39045,2018032422,17179,1212
39046,2018032423,17067,1081
39047,2018032424,17075,1118
39048,2018032425,17155,1202
39049,2018032426,17857,1925
39050,2018032427,18354,1824
39051,2018032428,18578,1687
39052,2018032429,18859,1356
39053,2018032430,18830,805
39054,2018032431,18678,941
39055,2018032432,18567,1085
39056,2018032433,18015,1832
39057,2018032434,16870,1435
39058,2018032435,15537,686
39059,2018032436,14443,78
39060,2018032437,13220,-147
39061,2018032438,12184,-695
39062,2018032439,12578,-845
39063,2018032440,14251,377
39064,2018032441,15350,440
39065,2018032442,16841,891
39066,2018032443,17554,489
39067,2018032444,18870,225
39068,2018032445,19960,436
39069,2018032446,21668,1457
39070,2018032447,22437,872
39071,2018032448,22651,231
39072,201803251,24023,433
39073,201803252,25153,1042
39074,201803253,25087,1566
39075,201803254,26112,2308
39076,201803255,26279,2212
39077,201803256,26813,1787
39078,201803257,27169,1502
39079,201803258,27665,2176
39080,201803259,28316,2609
39081,2018032510,28270,2786
39082,2018032511,27816,2662
39083,2018032512,27385,2594
39084,2018032513,27196,2108
39085,2018032514,26584,1603
39086,2018032515,24664,1466
39087,2018032516,24289,1824
39088,2018032517,23660,1889
39089,2018032518,23273,1716
39090,2018032519,23332,1531
39091,2018032520,23597,1920
39092,2018032521,24074,2654
39093,2018032522,24559,3673
39094,2018032523,26219,4151
39095,2018032524,26915,4549
39096,2018032525,26473,3665
39097,2018032526,27103,3889
39098,2018032527,26438,2932
39099,2018032528,26277,2867
39100,2018032529,26096,2664
39101,2018032530,26227,2925
39102,2018032531,25604,3391
39103,2018032532,25178,3210
39104,2018032533,24395,3795
39105,2018032534,21988,1740
39106,2018032535,19708,943
39107,2018032536,20502,855
39108,2018032537,20020,734
39109,2018032538,19016,367
39110,2018032539,18585,559
39111,2018032540,19416,899
39112,2018032541,19944,1248
39113,2018032542,21717,1644
39114,2018032543,23158,1454
39115,2018032544,25499,2215
39116,2018032545,26733,1056
39117,2018032546,27444,684
39118,201803261,29617,894
39119,201803262,30198,1034
39120,201803263,29917,1160
39121,201803264,29232,980
39122,201803265,29285,653
39123,201803266,29492,644
39124,201803267,30060,893
39125,201803268,30111,806
39126,201803269,30290,986
39127,2018032610,30309,1392
39128,2018032611,28895,1751
39129,2018032612,27523,1686
39130,2018032613,25401,1559
39131,2018032614,23424,2611
39132,2018032615,19767,1849
39133,2018032616,18048,1607
39134,2018032617,18106,1522
39135,2018032618,18870,1570
39136,2018032619,19715,2195
39137,2018032620,20302,2682
39138,2018032621,20458,2854
39139,2018032622,20668,2468
39140,2018032623,21177,2794
39141,2018032624,21457,2743
39142,2018032625,21565,2700
39143,2018032626,22934,3704
39144,2018032627,23575,4002
39145,2018032628,23778,4043
39146,2018032629,23782,4509
39147,2018032630,24071,4448
39148,2018032631,23789,5472
39149,2018032632,20245,2852
39150,2018032633,19640,2426
39151,2018032634,19097,2548
39152,2018032635,18142,2129
39153,2018032636,18035,2319
39154,2018032637,17879,3135
39155,2018032638,17591,3172
39156,2018032639,17255,2546
39157,2018032640,16744,2141
39158,2018032641,16006,941
39159,2018032642,17944,1836
39160,2018032643,19786,1005
39161,2018032644,22486,1675
39162,2018032645,22927,1502
39163,2018032646,25623,1885
39164,2018032647,28235,1522
39165,2018032648,29694,1726
39166,201803271,29922,1507
39167,201803272,29913,1291
39168,201803273,29949,1642
39169,201803274,29589,1364
39170,201803275,29750,1503
39171,201803276,30085,1531
39172,201803277,30502,1522
39173,201803278,31127,2027
39174,201803279,32352,2090
39175,2018032710,31694,1345
39176,2018032711,31185,1618
39177,2018032712,29754,784
39178,2018032713,27483,684
39179,2018032714,25814,877
39180,2018032715,22488,634
39181,2018032716,20741,527
39182,2018032717,20525,512
39183,2018032718,21015,911
39184,2018032719,20611,416
39185,2018032720,20895,1083
39186,2018032721,21229,1303
39187,2018032722,21477,1781
39188,2018032723,21639,2231
39189,2018032724,22059,2707
39190,2018032725,22087,2761
39191,2018032726,21482,1931
39192,2018032727,22103,1464
39193,2018032728,22929,1428
39194,2018032729,23273,878
39195,2018032730,23031,1054
39196,2018032731,23492,1738
39197,2018032732,23209,1571
39198,2018032733,22486,1215
39199,2018032734,21193,915
39200,2018032735,20567,1073
39201,2018032736,20787,1104
39202,2018032737,19805,676
39203,2018032738,19511,1199
39204,2018032739,19765,1363
39205,2018032740,18795,827
39206,2018032741,18554,459
39207,2018032742,20581,1484
39208,2018032743,21928,802
39209,2018032744,24077,1289
39210,2018032745,25292,1206
39211,2018032746,27342,1494
39212,2018032747,29383,1455
39213,2018032748,30275,1828
39214,201803281,30595,1777
39215,201803282,31936,2589
39216,201803283,31548,2495
39217,201803284,30720,2065
39218,201803285,30418,1813
39219,201803286,30577,2191
39220,201803287,30623,2690
39221,201803288,30374,2321
39222,201803289,30308,2102
39223,2018032810,29986,1897
39224,2018032811,30019,2305
39225,2018032812,28966,2271
39226,2018032813,26556,1732
39227,2018032814,24557,1859
39228,2018032815,19951,1898
39229,2018032816,17503,1686
39230,2018032817,16825,1561
39231,2018032818,16599,1686
39232,2018032819,16289,1050
39233,2018032820,16328,1068
39234,2018032821,16677,975
39235,2018032822,16892,1000
39236,2018032823,17197,1430
39237,2018032824,17434,1754
39238,2018032825,17722,1908
39239,2018032826,18248,2272
39240,2018032827,17911,1263
39241,2018032828,18749,1638
39242,2018032829,19202,1384
39243,2018032830,19659,1470
39244,2018032831,19735,1529
39245,2018032832,19522,1351
39246,2018032833,18855,1130
39247,2018032834,18076,909
39248,2018032835,17981,1363
39249,2018032836,18057,1535
39250,2018032837,17923,1512
39251,2018032838,17687,1392
39252,2018032839,17219,1253
39253,2018032840,17052,1206
39254,2018032841,17333,2114
39255,2018032842,18862,2324
39256,2018032843,20147,2026
39257,2018032844,22235,1737
39258,2018032845,23252,1730
39259,2018032846,25117,2148
39260,2018032847,25335,1522
39261,2018032848,25950,1568
39262,201803291,27064,1547
39263,201803292,27584,1547
39264,201803293,27427,1900
39265,201803294,26549,1150
39266,201803295,26595,1276
39267,201803296,26368,712
39268,201803297,26130,621
39269,201803298,26189,797
39270,201803299,26752,965
39271,2018032910,26931,1404
39272,2018032911,26624,1479
39273,2018032912,26051,1649
39274,2018032913,23089,723
39275,2018032914,20981,1309
39276,2018032915,17250,422
39277,2018032916,15784,428
39278,2018032917,15065,88
39279,2018032918,15753,898
39280,2018032919,15837,790
39281,2018032920,15970,685
39282,2018032921,16527,646
39283,2018032922,16883,827
39284,2018032923,17248,802
39285,2018032924,17723,615
39286,2018032925,17963,547
39287,2018032926,19009,1490
39288,2018032927,19481,1773
39289,2018032928,19867,2524
39290,2018032929,20860,3002
39291,2018032930,21122,3225
39292,2018032931,21313,2908
39293,2018032932,21384,2824
39294,2018032933,21360,2786
39295,2018032934,20698,2523
39296,2018032935,20049,1718
39297,2018032936,20387,2063
39298,2018032937,20311,2351
39299,2018032938,20383,2464
39300,2018032939,19990,2059
39301,2018032940,19689,1294
39302,2018032941,19538,747
39303,2018032942,20671,1193
39304,2018032943,22167,686
39305,2018032944,24307,627
39306,2018032945,25899,438
39307,2018032946,26863,333
39308,2018032947,28047,192
39309,2018032948,29505,539
39310,201803301,31375,1919
39311,201803302,32106,2347
39312,201803303,31435,2417
39313,201803304,30678,1769
39314,201803305,30375,1710
39315,201803306,30613,1808
39316,201803307,31033,1818
39317,201803308,30731,1708
39318,201803309,30887,1494
39319,2018033010,30887,1457
39320,2018033011,31754,1549
39321,2018033012,30430,751
39322,2018033013,30108,1145
39323,2018033014,29578,2713
39324,2018033015,26191,2098
39325,2018033016,24488,1695
39326,2018033017,23044,1017
39327,2018033018,22123,700
39328,2018033019,22609,1377
39329,2018033020,22572,1391
39330,2018033021,23255,2435
39331,2018033022,22801,1569
39332,2018033023,22674,1379
39333,2018033024,22735,1503
39334,2018033025,22843,1624
39335,2018033026,22882,1970
39336,2018033027,23185,1991
39337,2018033028,22563,1278
39338,2018033029,23099,1079
39339,2018033030,23760,1563
39340,2018033031,24561,2150
39341,2018033032,24423,2104
39342,2018033033,24081,2015
39343,2018033034,23191,1493
39344,2018033035,21775,801
39345,2018033036,21364,723
39346,2018033037,21903,1255
39347,2018033038,22082,1755
39348,2018033039,22423,1686
39349,2018033040,21954,1506
39350,2018033041,21591,938
39351,2018033042,22750,1066
39352,2018033043,22546,434
39353,2018033044,24080,316
39354,2018033045,24733,-336
39355,2018033046,26256,-347
39356,2018033047,28005,-280
39357,2018033048,29263,420
39358,201803311,29026,-351
39359,201803312,31239,1895
39360,201803313,30591,1691
39361,201803314,29885,1047
39362,201803315,29918,1124
39363,201803316,29991,891
39364,201803317,29918,224
39365,201803318,29861,284
